StateCode,IssuerId,PlanId,IndividualRate,FIPSCode,MultistatePlan_2015,MetalLevel_2015,a.IndividualRate
FL,27357,27357FL1830023,235.93,12009,N,Bronze,218.91
FL,27357,27357FL1830025,222.21,12009,N,Bronze,218.91
FL,16842,16842FL0070073,308.98,12001,N,Silver,304.34
FL,16842,16842FL0070073,346.22,12003,N,Silver,328.67
FL,16842,16842FL0070073,305.82,12005,N,Silver,289.28
FL,16842,16842FL0070073,289.97,12007,N,Silver,291.22
FL,16842,16842FL0070073,342.66,12009,N,Silver,325.58
FL,16842,16842FL0070073,421.09,12011,N,Silver,398.19
FL,16842,16842FL0070073,310.57,12013,N,Silver,301.64
FL,16842,16842FL0070073,340.28,12015,N,Silver,341.81
FL,16842,16842FL0070073,334.34,12017,N,Silver,329.45
FL,16842,16842FL0070073,335.13,12019,N,Silver,327.13
FL,16842,16842FL0070073,350.98,12021,N,Silver,348.75
FL,16842,16842FL0070073,320.47,12023,N,Silver,305.89
FL,16842,16842FL0070073,420.3,12086,N,Silver,403.99
FL,16842,16842FL0070073,327.21,12029,N,Silver,317.47
FL,16842,16842FL0070073,337.11,12031,N,Silver,333.31
FL,16842,16842FL0070073,349.79,12033,N,Silver,330.99
FL,16842,16842FL0070073,370.78,12035,N,Silver,350.69
FL,16842,16842FL0070073,311.76,12037,N,Silver,304.73
FL,16842,16842FL0070073,362.86,12039,N,Silver,353
FL,16842,16842FL0070073,318.49,12041,N,Silver,310.91
FL,16842,16842FL0070073,335.53,12043,N,Silver,332.92
FL,16842,16842FL0070073,297.1,12045,N,Silver,281.17
FL,16842,16842FL0070073,314.53,12047,N,Silver,309.36
FL,16842,16842FL0070073,364.05,12049,N,Silver,365.75
FL,16842,16842FL0070073,317.3,12053,N,Silver,305.11
FL,16842,16842FL0070073,326.41,12051,N,Silver,323.27
FL,16842,16842FL0070073,348.99,12055,N,Silver,348.75
FL,16842,16842FL0070073,319.28,12057,N,Silver,320.56
FL,16842,16842FL0070073,301.06,12059,N,Silver,293.92
FL,16842,16842FL0070073,326.02,12061,N,Silver,308.2
FL,16842,16842FL0070073,299.87,12063,N,Silver,295.84
FL,16842,16842FL0070073,355.73,12065,N,Silver,352.24
FL,16842,16842FL0070073,323.25,12067,N,Silver,315.55
FL,16842,16842FL0070073,314.53,12069,N,Silver,315.93
FL,16842,16842FL0070073,354.54,12071,N,Silver,356.1
FL,16842,16842FL0070073,314.13,12073,N,Silver,309.36
FL,16842,16842FL0070073,310.97,12075,N,Silver,308.59
FL,16842,16842FL0070073,331.96,12077,N,Silver,322.88
FL,16842,16842FL0070073,312.55,12079,N,Silver,304.73
FL,16842,16842FL0070073,316.12,12081,N,Silver,298.94
FL,16842,16842FL0070073,315.72,12083,N,Silver,298.55
FL,16842,16842FL0070073,347.01,12085,N,Silver,328.28
FL,16842,16842FL0070073,438.92,12087,N,Silver,440.68
FL,16842,16842FL0070073,373.16,12089,N,Silver,363.82
FL,16842,16842FL0070073,307.4,12091,N,Silver,308.59
FL,16842,16842FL0070073,372.76,12093,N,Silver,365.36
FL,16842,16842FL0070073,361.67,12095,N,Silver,363.05
FL,16842,16842FL0070073,372.37,12097,N,Silver,372.32
FL,16842,16842FL0070073,398.51,12099,N,Silver,376.95
FL,16842,16842FL0070073,330.38,12101,N,Silver,331.77
FL,16842,16842FL0070073,336.71,12103,N,Silver,338.33
FL,16842,16842FL0070073,389,12105,N,Silver,368.07
FL,16842,16842FL0070073,351.77,12107,N,Silver,332.53
FL,16842,16842FL0070073,358.5,12109,N,Silver,339.11
FL,16842,16842FL0070073,321.66,12111,N,Silver,307.05
FL,16842,16842FL0070073,356.12,12113,N,Silver,336.78
FL,16842,16842FL0070073,347.01,12115,N,Silver,332.15
FL,16842,16842FL0070073,383.85,12117,N,Silver,385.45
FL,16842,16842FL0070073,302.25,12119,N,Silver,297.39
FL,16842,16842FL0070073,323.25,12121,N,Silver,310.52
FL,16842,16842FL0070073,313.74,12123,N,Silver,307.05
FL,16842,16842FL0070073,327.21,12125,N,Silver,316.31
FL,16842,16842FL0070073,327.6,12127,N,Silver,317.86
FL,16842,16842FL0070073,360.09,12129,N,Silver,356.87
FL,16842,16842FL0070073,338.69,12131,N,Silver,320.17
FL,16842,16842FL0070073,312.55,12133,N,Silver,300.87
FL,16842,16842FL0070084,241.92,12001,N,Bronze,258
FL,16842,16842FL0070084,271.07,12003,N,Bronze,278.62
FL,16842,16842FL0070084,239.44,12005,N,Bronze,245.23
FL,16842,16842FL0070084,227.03,12007,N,Bronze,246.87
FL,16842,16842FL0070084,268.28,12009,N,Bronze,276
FL,16842,16842FL0070084,329.69,12011,N,Bronze,337.55
FL,16842,16842FL0070084,243.16,12013,N,Bronze,255.7
FL,16842,16842FL0070084,266.42,12015,N,Bronze,289.75
FL,16842,16842FL0070084,261.77,12017,N,Bronze,279.28
FL,16842,16842FL0070084,262.39,12019,N,Bronze,277.31
FL,16842,16842FL0070084,274.79,12021,N,Bronze,295.65
FL,16842,16842FL0070084,250.91,12023,N,Bronze,259.31
FL,16842,16842FL0070084,329.07,12086,N,Bronze,342.47
FL,16842,16842FL0070084,256.18,12029,N,Bronze,269.13
FL,16842,16842FL0070084,263.94,12031,N,Bronze,282.55
FL,16842,16842FL0070084,273.86,12033,N,Bronze,280.59
FL,16842,16842FL0070084,290.3,12035,N,Bronze,297.28
FL,16842,16842FL0070084,244.09,12037,N,Bronze,258.32
FL,16842,16842FL0070084,284.1,12039,N,Bronze,299.24
FL,16842,16842FL0070084,249.36,12041,N,Bronze,263.56
FL,16842,16842FL0070084,262.7,12043,N,Bronze,282.22
FL,16842,16842FL0070084,232.61,12045,N,Bronze,238.35
FL,16842,16842FL0070084,246.26,12047,N,Bronze,262.25
FL,16842,16842FL0070084,285.03,12049,N,Bronze,310.05
FL,16842,16842FL0070084,248.43,12053,N,Bronze,258.65
FL,16842,16842FL0070084,255.56,12051,N,Bronze,274.03
FL,16842,16842FL0070084,273.24,12055,N,Bronze,295.65
FL,16842,16842FL0070084,249.98,12057,N,Bronze,271.75
FL,16842,16842FL0070084,235.71,12059,N,Bronze,249.15
FL,16842,16842FL0070084,255.25,12061,N,Bronze,261.26
FL,16842,16842FL0070084,234.78,12063,N,Bronze,250.79
FL,16842,16842FL0070084,278.51,12065,N,Bronze,298.59
FL,16842,16842FL0070084,253.08,12067,N,Bronze,267.49
FL,16842,16842FL0070084,246.26,12069,N,Bronze,267.82
FL,16842,16842FL0070084,277.58,12071,N,Bronze,301.86
FL,16842,16842FL0070084,245.95,12073,N,Bronze,262.25
FL,16842,16842FL0070084,243.47,12075,N,Bronze,261.59
FL,16842,16842FL0070084,259.9,12077,N,Bronze,273.7
FL,16842,16842FL0070084,244.71,12079,N,Bronze,258.32
FL,16842,16842FL0070084,247.5,12081,N,Bronze,253.41
FL,16842,16842FL0070084,247.19,12083,N,Bronze,253.08
FL,16842,16842FL0070084,271.69,12085,N,Bronze,278.29
FL,16842,16842FL0070084,343.65,12087,N,Bronze,373.57
FL,16842,16842FL0070084,292.16,12089,N,Bronze,308.42
FL,16842,16842FL0070084,240.68,12091,N,Bronze,261.59
FL,16842,16842FL0070084,291.85,12093,N,Bronze,309.72
FL,16842,16842FL0070084,283.17,12095,N,Bronze,307.76
FL,16842,16842FL0070084,291.54,12097,N,Bronze,315.62
FL,16842,16842FL0070084,312.01,12099,N,Bronze,319.55
FL,16842,16842FL0070084,258.66,12101,N,Bronze,281.24
FL,16842,16842FL0070084,263.63,12103,N,Bronze,286.8
FL,16842,16842FL0070084,304.57,12105,N,Bronze,312.01
FL,16842,16842FL0070084,275.41,12107,N,Bronze,281.9
FL,16842,16842FL0070084,280.68,12109,N,Bronze,287.46
FL,16842,16842FL0070084,251.84,12111,N,Bronze,260.29
FL,16842,16842FL0070084,278.82,12113,N,Bronze,285.49
FL,16842,16842FL0070084,271.69,12115,N,Bronze,281.57
FL,16842,16842FL0070084,300.53,12117,N,Bronze,326.75
FL,16842,16842FL0070084,236.64,12119,N,Bronze,252.1
FL,16842,16842FL0070084,253.08,12121,N,Bronze,263.23
FL,16842,16842FL0070084,245.64,12123,N,Bronze,260.29
FL,16842,16842FL0070084,256.18,12125,N,Bronze,268.14
FL,16842,16842FL0070084,256.49,12127,N,Bronze,269.46
FL,16842,16842FL0070084,281.93,12129,N,Bronze,302.52
FL,16842,16842FL0070084,265.18,12131,N,Bronze,271.42
FL,16842,16842FL0070084,244.71,12133,N,Bronze,255.05
FL,16842,16842FL0070100,295.77,12001,N,Silver,334.7
FL,16842,16842FL0070100,331.41,12003,N,Silver,361.46
FL,16842,16842FL0070100,292.73,12005,N,Silver,318.15
FL,16842,16842FL0070100,277.57,12007,N,Silver,320.27
FL,16842,16842FL0070100,328,12009,N,Silver,358.07
FL,16842,16842FL0070100,403.08,12011,N,Silver,437.92
FL,16842,16842FL0070100,297.28,12013,N,Silver,331.74
FL,16842,16842FL0070100,325.72,12015,N,Silver,375.91
FL,16842,16842FL0070100,320.03,12017,N,Silver,362.31
FL,16842,16842FL0070100,320.79,12019,N,Silver,359.77
FL,16842,16842FL0070100,335.96,12021,N,Silver,383.55
FL,16842,16842FL0070100,306.76,12023,N,Silver,336.4
FL,16842,16842FL0070100,402.32,12086,N,Silver,444.29
FL,16842,16842FL0070100,313.21,12029,N,Silver,349.15
FL,16842,16842FL0070100,322.69,12031,N,Silver,366.56
FL,16842,16842FL0070100,334.82,12033,N,Silver,364.01
FL,16842,16842FL0070100,354.92,12035,N,Silver,385.68
FL,16842,16842FL0070100,298.42,12037,N,Silver,335.13
FL,16842,16842FL0070100,347.34,12039,N,Silver,388.23
FL,16842,16842FL0070100,304.87,12041,N,Silver,341.92
FL,16842,16842FL0070100,321.17,12043,N,Silver,366.14
FL,16842,16842FL0070100,284.39,12045,N,Silver,309.22
FL,16842,16842FL0070100,301.07,12047,N,Silver,340.22
FL,16842,16842FL0070100,348.47,12049,N,Silver,402.25
FL,16842,16842FL0070100,303.73,12053,N,Silver,335.55
FL,16842,16842FL0070100,312.45,12051,N,Silver,355.52
FL,16842,16842FL0070100,334.06,12055,N,Silver,383.55
FL,16842,16842FL0070100,305.62,12057,N,Silver,352.54
FL,16842,16842FL0070100,288.18,12059,N,Silver,323.24
FL,16842,16842FL0070100,312.07,12061,N,Silver,338.95
FL,16842,16842FL0070100,287.04,12063,N,Silver,325.37
FL,16842,16842FL0070100,340.51,12065,N,Silver,387.38
FL,16842,16842FL0070100,309.42,12067,N,Silver,347.02
FL,16842,16842FL0070100,301.07,12069,N,Silver,347.45
FL,16842,16842FL0070100,339.37,12071,N,Silver,391.63
FL,16842,16842FL0070100,300.7,12073,N,Silver,340.22
FL,16842,16842FL0070100,297.66,12075,N,Silver,339.38
FL,16842,16842FL0070100,317.76,12077,N,Silver,355.09
FL,16842,16842FL0070100,299.18,12079,N,Silver,335.13
FL,16842,16842FL0070100,302.59,12081,N,Silver,328.77
FL,16842,16842FL0070100,302.21,12083,N,Silver,328.34
FL,16842,16842FL0070100,332.17,12085,N,Silver,361.04
FL,16842,16842FL0070100,420.14,12087,N,Silver,484.65
FL,16842,16842FL0070100,357.19,12089,N,Silver,400.12
FL,16842,16842FL0070100,294.25,12091,N,Silver,339.38
FL,16842,16842FL0070100,356.82,12093,N,Silver,401.82
FL,16842,16842FL0070100,346.2,12095,N,Silver,399.27
FL,16842,16842FL0070100,356.44,12097,N,Silver,409.47
FL,16842,16842FL0070100,381.46,12099,N,Silver,414.56
FL,16842,16842FL0070100,316.24,12101,N,Silver,364.86
FL,16842,16842FL0070100,322.31,12103,N,Silver,372.08
FL,16842,16842FL0070100,372.36,12105,N,Silver,404.79
FL,16842,16842FL0070100,336.72,12107,N,Silver,365.71
FL,16842,16842FL0070100,343.16,12109,N,Silver,372.93
FL,16842,16842FL0070100,307.9,12111,N,Silver,337.68
FL,16842,16842FL0070100,340.89,12113,N,Silver,370.39
FL,16842,16842FL0070100,332.17,12115,N,Silver,365.29
FL,16842,16842FL0070100,367.43,12117,N,Silver,423.91
FL,16842,16842FL0070100,289.32,12119,N,Silver,327.07
FL,16842,16842FL0070100,309.42,12121,N,Silver,341.5
FL,16842,16842FL0070100,300.32,12123,N,Silver,337.68
FL,16842,16842FL0070100,313.21,12125,N,Silver,347.87
FL,16842,16842FL0070100,313.59,12127,N,Silver,349.57
FL,16842,16842FL0070100,344.68,12129,N,Silver,392.48
FL,16842,16842FL0070100,324.21,12131,N,Silver,352.12
FL,16842,16842FL0070100,299.18,12133,N,Silver,330.89
FL,16842,16842FL0070102,342.74,12001,N,Platinum,447.27
FL,16842,16842FL0070102,384.04,12003,N,Platinum,483.03
FL,16842,16842FL0070102,339.22,12005,N,Platinum,425.13
FL,16842,16842FL0070102,321.65,12007,N,Platinum,427.97
FL,16842,16842FL0070102,380.09,12009,N,Platinum,478.48
FL,16842,16842FL0070102,467.09,12011,N,Platinum,585.2
FL,16842,16842FL0070102,344.5,12013,N,Platinum,443.3
FL,16842,16842FL0070102,377.45,12015,N,Platinum,502.33
FL,16842,16842FL0070102,370.86,12017,N,Platinum,484.17
FL,16842,16842FL0070102,371.74,12019,N,Platinum,480.76
FL,16842,16842FL0070102,389.32,12021,N,Platinum,512.54
FL,16842,16842FL0070102,355.48,12023,N,Platinum,449.55
FL,16842,16842FL0070102,466.21,12086,N,Platinum,593.72
FL,16842,16842FL0070102,362.95,12029,N,Platinum,466.57
FL,16842,16842FL0070102,373.94,12031,N,Platinum,489.84
FL,16842,16842FL0070102,388,12033,N,Platinum,486.44
FL,16842,16842FL0070102,411.29,12035,N,Platinum,515.38
FL,16842,16842FL0070102,345.81,12037,N,Platinum,447.84
FL,16842,16842FL0070102,402.5,12039,N,Platinum,518.79
FL,16842,16842FL0070102,353.28,12041,N,Platinum,456.92
FL,16842,16842FL0070102,372.18,12043,N,Platinum,489.28
FL,16842,16842FL0070102,329.56,12045,N,Platinum,413.21
FL,16842,16842FL0070102,348.89,12047,N,Platinum,454.65
FL,16842,16842FL0070102,403.82,12049,N,Platinum,537.52
FL,16842,16842FL0070102,351.97,12053,N,Platinum,448.41
FL,16842,16842FL0070102,362.07,12051,N,Platinum,475.08
FL,16842,16842FL0070102,387.12,12055,N,Platinum,512.54
FL,16842,16842FL0070102,354.16,12057,N,Platinum,471.11
FL,16842,16842FL0070102,333.95,12059,N,Platinum,431.94
FL,16842,16842FL0070102,361.63,12061,N,Platinum,452.95
FL,16842,16842FL0070102,332.63,12063,N,Platinum,434.78
FL,16842,16842FL0070102,394.59,12065,N,Platinum,517.65
FL,16842,16842FL0070102,358.56,12067,N,Platinum,463.73
FL,16842,16842FL0070102,348.89,12069,N,Platinum,464.3
FL,16842,16842FL0070102,393.27,12071,N,Platinum,523.33
FL,16842,16842FL0070102,348.45,12073,N,Platinum,454.65
FL,16842,16842FL0070102,344.94,12075,N,Platinum,453.52
FL,16842,16842FL0070102,368.22,12077,N,Platinum,474.51
FL,16842,16842FL0070102,346.69,12079,N,Platinum,447.84
FL,16842,16842FL0070102,350.65,12081,N,Platinum,439.33
FL,16842,16842FL0070102,350.21,12083,N,Platinum,438.75
FL,16842,16842FL0070102,384.92,12085,N,Platinum,482.47
FL,16842,16842FL0070102,486.86,12087,N,Platinum,647.64
FL,16842,16842FL0070102,413.92,12089,N,Platinum,534.68
FL,16842,16842FL0070102,340.98,12091,N,Platinum,453.52
FL,16842,16842FL0070102,413.48,12093,N,Platinum,536.95
FL,16842,16842FL0070102,401.18,12095,N,Platinum,533.54
FL,16842,16842FL0070102,413.04,12097,N,Platinum,547.17
FL,16842,16842FL0070102,442.05,12099,N,Platinum,553.98
FL,16842,16842FL0070102,366.47,12101,N,Platinum,487.57
FL,16842,16842FL0070102,373.5,12103,N,Platinum,497.22
FL,16842,16842FL0070102,431.5,12105,N,Platinum,540.93
FL,16842,16842FL0070102,390.19,12107,N,Platinum,488.7
FL,16842,16842FL0070102,397.66,12109,N,Platinum,498.36
FL,16842,16842FL0070102,356.8,12111,N,Platinum,451.25
FL,16842,16842FL0070102,395.03,12113,N,Platinum,494.95
FL,16842,16842FL0070102,384.92,12115,N,Platinum,488.14
FL,16842,16842FL0070102,425.79,12117,N,Platinum,566.47
FL,16842,16842FL0070102,335.27,12119,N,Platinum,437.05
FL,16842,16842FL0070102,358.56,12121,N,Platinum,456.36
FL,16842,16842FL0070102,348.01,12123,N,Platinum,451.25
FL,16842,16842FL0070102,362.95,12125,N,Platinum,464.87
FL,16842,16842FL0070102,363.39,12127,N,Platinum,467.14
FL,16842,16842FL0070102,399.42,12129,N,Platinum,524.46
FL,16842,16842FL0070102,375.69,12131,N,Platinum,470.54
FL,16842,16842FL0070102,346.69,12133,N,Platinum,442.16
FL,16842,16842FL0070106,374.74,12001,N,Platinum,482.43
FL,16842,16842FL0070106,419.9,12003,N,Platinum,521
FL,16842,16842FL0070106,370.9,12005,N,Platinum,458.55
FL,16842,16842FL0070106,351.68,12007,N,Platinum,461.61
FL,16842,16842FL0070106,415.58,12009,N,Platinum,516.1
FL,16842,16842FL0070106,510.71,12011,N,Platinum,631.19
FL,16842,16842FL0070106,376.67,12013,N,Platinum,478.15
FL,16842,16842FL0070106,412.7,12015,N,Platinum,541.81
FL,16842,16842FL0070106,405.49,12017,N,Platinum,522.22
FL,16842,16842FL0070106,406.45,12019,N,Platinum,518.55
FL,16842,16842FL0070106,425.67,12021,N,Platinum,552.84
FL,16842,16842FL0070106,388.68,12023,N,Platinum,484.87
FL,16842,16842FL0070106,509.75,12086,N,Platinum,640.38
FL,16842,16842FL0070106,396.84,12029,N,Platinum,503.24
FL,16842,16842FL0070106,408.85,12031,N,Platinum,528.34
FL,16842,16842FL0070106,424.23,12033,N,Platinum,524.67
FL,16842,16842FL0070106,449.69,12035,N,Platinum,555.9
FL,16842,16842FL0070106,378.11,12037,N,Platinum,483.04
FL,16842,16842FL0070106,440.08,12039,N,Platinum,559.56
FL,16842,16842FL0070106,386.27,12041,N,Platinum,492.84
FL,16842,16842FL0070106,406.93,12043,N,Platinum,527.73
FL,16842,16842FL0070106,360.33,12045,N,Platinum,445.7
FL,16842,16842FL0070106,381.47,12047,N,Platinum,490.38
FL,16842,16842FL0070106,441.52,12049,N,Platinum,579.77
FL,16842,16842FL0070106,384.83,12053,N,Platinum,483.66
FL,16842,16842FL0070106,395.88,12051,N,Platinum,512.43
FL,16842,16842FL0070106,423.27,12055,N,Platinum,552.84
FL,16842,16842FL0070106,387.23,12057,N,Platinum,508.14
FL,16842,16842FL0070106,365.13,12059,N,Platinum,465.9
FL,16842,16842FL0070106,395.4,12061,N,Platinum,488.55
FL,16842,16842FL0070106,363.69,12063,N,Platinum,468.96
FL,16842,16842FL0070106,431.44,12065,N,Platinum,558.35
FL,16842,16842FL0070106,392.04,12067,N,Platinum,500.18
FL,16842,16842FL0070106,381.47,12069,N,Platinum,500.8
FL,16842,16842FL0070106,429.99,12071,N,Platinum,564.47
FL,16842,16842FL0070106,380.99,12073,N,Platinum,490.38
FL,16842,16842FL0070106,377.15,12075,N,Platinum,489.16
FL,16842,16842FL0070106,402.61,12077,N,Platinum,511.82
FL,16842,16842FL0070106,379.07,12079,N,Platinum,483.04
FL,16842,16842FL0070106,383.39,12081,N,Platinum,473.86
FL,16842,16842FL0070106,382.91,12083,N,Platinum,473.24
FL,16842,16842FL0070106,420.87,12085,N,Platinum,520.39
FL,16842,16842FL0070106,532.33,12087,N,Platinum,698.54
FL,16842,16842FL0070106,452.57,12089,N,Platinum,576.71
FL,16842,16842FL0070106,372.82,12091,N,Platinum,489.16
FL,16842,16842FL0070106,452.09,12093,N,Platinum,579.16
FL,16842,16842FL0070106,438.64,12095,N,Platinum,575.49
FL,16842,16842FL0070106,451.61,12097,N,Platinum,590.18
FL,16842,16842FL0070106,483.32,12099,N,Platinum,597.52
FL,16842,16842FL0070106,400.69,12101,N,Platinum,525.9
FL,16842,16842FL0070106,408.37,12103,N,Platinum,536.3
FL,16842,16842FL0070106,471.79,12105,N,Platinum,583.44
FL,16842,16842FL0070106,426.63,12107,N,Platinum,527.12
FL,16842,16842FL0070106,434.8,12109,N,Platinum,537.53
FL,16842,16842FL0070106,390.12,12111,N,Platinum,486.72
FL,16842,16842FL0070106,431.92,12113,N,Platinum,533.85
FL,16842,16842FL0070106,420.87,12115,N,Platinum,526.51
FL,16842,16842FL0070106,465.55,12117,N,Platinum,610.99
FL,16842,16842FL0070106,366.58,12119,N,Platinum,471.41
FL,16842,16842FL0070106,392.04,12121,N,Platinum,492.23
FL,16842,16842FL0070106,380.51,12123,N,Platinum,486.72
FL,16842,16842FL0070106,396.84,12125,N,Platinum,501.41
FL,16842,16842FL0070106,397.32,12127,N,Platinum,503.86
FL,16842,16842FL0070106,436.72,12129,N,Platinum,565.69
FL,16842,16842FL0070106,410.78,12131,N,Platinum,507.53
FL,16842,16842FL0070106,379.07,12133,N,Platinum,476.92
FL,16842,16842FL0070108,259.43,12001,N,Bronze,286.11
FL,16842,16842FL0070108,290.7,12003,N,Bronze,308.98
FL,16842,16842FL0070108,256.77,12005,N,Bronze,271.94
FL,16842,16842FL0070108,243.47,12007,N,Bronze,273.77
FL,16842,16842FL0070108,287.7,12009,N,Bronze,306.07
FL,16842,16842FL0070108,353.56,12011,N,Bronze,374.33
FL,16842,16842FL0070108,260.76,12013,N,Bronze,283.57
FL,16842,16842FL0070108,285.71,12015,N,Bronze,321.32
FL,16842,16842FL0070108,280.72,12017,N,Bronze,309.71
FL,16842,16842FL0070108,281.38,12019,N,Bronze,307.53
FL,16842,16842FL0070108,294.69,12021,N,Bronze,327.86
FL,16842,16842FL0070108,269.08,12023,N,Bronze,287.56
FL,16842,16842FL0070108,352.89,12086,N,Bronze,379.78
FL,16842,16842FL0070108,274.73,12029,N,Bronze,298.46
FL,16842,16842FL0070108,283.05,12031,N,Bronze,313.33
FL,16842,16842FL0070108,293.69,12033,N,Bronze,311.16
FL,16842,16842FL0070108,311.32,12035,N,Bronze,329.68
FL,16842,16842FL0070108,261.76,12037,N,Bronze,286.47
FL,16842,16842FL0070108,304.67,12039,N,Bronze,331.86
FL,16842,16842FL0070108,267.41,12041,N,Bronze,292.28
FL,16842,16842FL0070108,281.72,12043,N,Bronze,312.98
FL,16842,16842FL0070108,249.45,12045,N,Bronze,264.33
FL,16842,16842FL0070108,264.09,12047,N,Bronze,290.83
FL,16842,16842FL0070108,305.66,12049,N,Bronze,343.84
FL,16842,16842FL0070108,266.42,12053,N,Bronze,286.83
FL,16842,16842FL0070108,274.07,12051,N,Bronze,303.9
FL,16842,16842FL0070108,293.03,12055,N,Bronze,327.86
FL,16842,16842FL0070108,268.08,12057,N,Bronze,301.35
FL,16842,16842FL0070108,252.78,12059,N,Bronze,276.31
FL,16842,16842FL0070108,273.73,12061,N,Bronze,289.74
FL,16842,16842FL0070108,251.78,12063,N,Bronze,278.12
FL,16842,16842FL0070108,298.68,12065,N,Bronze,331.13
FL,16842,16842FL0070108,271.41,12067,N,Bronze,296.63
FL,16842,16842FL0070108,264.09,12069,N,Bronze,297
FL,16842,16842FL0070108,297.68,12071,N,Bronze,334.76
FL,16842,16842FL0070108,263.76,12073,N,Bronze,290.83
FL,16842,16842FL0070108,261.1,12075,N,Bronze,290.1
FL,16842,16842FL0070108,278.72,12077,N,Bronze,303.53
FL,16842,16842FL0070108,262.43,12079,N,Bronze,286.47
FL,16842,16842FL0070108,265.42,12081,N,Bronze,281.03
FL,16842,16842FL0070108,265.09,12083,N,Bronze,280.66
FL,16842,16842FL0070108,291.36,12085,N,Bronze,308.61
FL,16842,16842FL0070108,368.53,12087,N,Bronze,414.27
FL,16842,16842FL0070108,313.31,12089,N,Bronze,342.02
FL,16842,16842FL0070108,258.1,12091,N,Bronze,290.1
FL,16842,16842FL0070108,312.98,12093,N,Bronze,343.47
FL,16842,16842FL0070108,303.67,12095,N,Bronze,341.3
FL,16842,16842FL0070108,312.65,12097,N,Bronze,350.01
FL,16842,16842FL0070108,334.6,12099,N,Bronze,354.37
FL,16842,16842FL0070108,277.39,12101,N,Bronze,311.89
FL,16842,16842FL0070108,282.71,12103,N,Bronze,318.05
FL,16842,16842FL0070108,326.62,12105,N,Bronze,346.02
FL,16842,16842FL0070108,295.35,12107,N,Bronze,312.61
FL,16842,16842FL0070108,301.01,12109,N,Bronze,318.78
FL,16842,16842FL0070108,270.08,12111,N,Bronze,288.65
FL,16842,16842FL0070108,299.01,12113,N,Bronze,316.61
FL,16842,16842FL0070108,291.36,12115,N,Bronze,312.25
FL,16842,16842FL0070108,322.29,12117,N,Bronze,362.35
FL,16842,16842FL0070108,253.78,12119,N,Bronze,279.57
FL,16842,16842FL0070108,271.41,12121,N,Bronze,291.91
FL,16842,16842FL0070108,263.42,12123,N,Bronze,288.65
FL,16842,16842FL0070108,274.73,12125,N,Bronze,297.36
FL,16842,16842FL0070108,275.06,12127,N,Bronze,298.81
FL,16842,16842FL0070108,302.34,12129,N,Bronze,335.48
FL,16842,16842FL0070108,284.38,12131,N,Bronze,300.99
FL,16842,16842FL0070108,262.43,12133,N,Bronze,282.84
FL,16842,16842FL0070110,357.59,12001,N,Platinum,464.79
FL,16842,16842FL0070110,400.69,12003,N,Platinum,501.94
FL,16842,16842FL0070110,353.93,12005,N,Platinum,441.78
FL,16842,16842FL0070110,335.59,12007,N,Platinum,444.73
FL,16842,16842FL0070110,396.56,12009,N,Platinum,497.23
FL,16842,16842FL0070110,487.34,12011,N,Platinum,608.12
FL,16842,16842FL0070110,359.43,12013,N,Platinum,460.66
FL,16842,16842FL0070110,393.81,12015,N,Platinum,522
FL,16842,16842FL0070110,386.94,12017,N,Platinum,503.13
FL,16842,16842FL0070110,387.85,12019,N,Platinum,499.59
FL,16842,16842FL0070110,406.19,12021,N,Platinum,532.62
FL,16842,16842FL0070110,370.89,12023,N,Platinum,467.15
FL,16842,16842FL0070110,486.42,12086,N,Platinum,616.97
FL,16842,16842FL0070110,378.68,12029,N,Platinum,484.84
FL,16842,16842FL0070110,390.15,12031,N,Platinum,509.03
FL,16842,16842FL0070110,404.82,12033,N,Platinum,505.49
FL,16842,16842FL0070110,429.11,12035,N,Platinum,535.57
FL,16842,16842FL0070110,360.8,12037,N,Platinum,465.38
FL,16842,16842FL0070110,419.94,12039,N,Platinum,539.11
FL,16842,16842FL0070110,368.6,12041,N,Platinum,474.82
FL,16842,16842FL0070110,388.31,12043,N,Platinum,508.44
FL,16842,16842FL0070110,343.84,12045,N,Platinum,429.4
FL,16842,16842FL0070110,364.01,12047,N,Platinum,472.45
FL,16842,16842FL0070110,421.32,12049,N,Platinum,558.57
FL,16842,16842FL0070110,367.22,12053,N,Platinum,465.97
FL,16842,16842FL0070110,377.77,12051,N,Platinum,493.69
FL,16842,16842FL0070110,403.9,12055,N,Platinum,532.62
FL,16842,16842FL0070110,369.51,12057,N,Platinum,489.56
FL,16842,16842FL0070110,348.43,12059,N,Platinum,448.86
FL,16842,16842FL0070110,377.31,12061,N,Platinum,470.69
FL,16842,16842FL0070110,347.05,12063,N,Platinum,451.81
FL,16842,16842FL0070110,411.69,12065,N,Platinum,537.93
FL,16842,16842FL0070110,374.1,12067,N,Platinum,481.89
FL,16842,16842FL0070110,364.01,12069,N,Platinum,482.49
FL,16842,16842FL0070110,410.32,12071,N,Platinum,543.83
FL,16842,16842FL0070110,363.55,12073,N,Platinum,472.45
FL,16842,16842FL0070110,359.89,12075,N,Platinum,471.28
FL,16842,16842FL0070110,384.19,12077,N,Platinum,493.1
FL,16842,16842FL0070110,361.72,12079,N,Platinum,465.38
FL,16842,16842FL0070110,365.85,12081,N,Platinum,456.53
FL,16842,16842FL0070110,365.39,12083,N,Platinum,455.95
FL,16842,16842FL0070110,401.61,12085,N,Platinum,501.36
