IndividualRate,PlanId_2015,FIPSCode,RatingAreaId
295.31,30252FL0020074,12111,Rating Area 59
286.04,30252FL0020074,12113,Rating Area 55
267.48,30252FL0020074,12115,Rating Area 56
320.67,30252FL0020074,12117,Rating Area 57
267.17,30252FL0020074,12119,Rating Area 60
273.67,30252FL0020074,12121,Rating Area 61
284.18,30252FL0020074,12127,Rating Area 64
286.65,30252FL0020074,12131,Rating Area 66
250.46,30252FL0020033,12001,Rating Area 1
285.08,30252FL0020033,12003,Rating Area 2
227.66,30252FL0020033,12007,Rating Area 4
270.65,30252FL0020033,12009,Rating Area 5
318.84,30252FL0020033,12011,Rating Area 6
251.61,30252FL0020033,12015,Rating Area 8
229.1,30252FL0020033,12017,Rating Area 9
273.83,30252FL0020033,12019,Rating Area 10
247.86,30252FL0020033,12021,Rating Area 11
258.53,30252FL0020033,12023,Rating Area 12
252.76,30252FL0020033,12029,Rating Area 14
270.94,30252FL0020033,12031,Rating Area 15
266.04,30252FL0020033,12033,Rating Area 16
267.48,30252FL0020033,12035,Rating Area 17
251.9,30252FL0020033,12041,Rating Area 20
265.17,30252FL0020033,12051,Rating Area 25
250.46,30252FL0020033,12053,Rating Area 26
266.61,30252FL0020033,12057,Rating Area 28
259.69,30252FL0020033,12069,Rating Area 34
279.31,30252FL0020033,12071,Rating Area 35
247.28,30252FL0020033,12075,Rating Area 37
258.25,30252FL0020033,12081,Rating Area 40
250.17,30252FL0020033,12083,Rating Area 41
273.83,30252FL0020033,12085,Rating Area 42
342.79,30252FL0020033,12086,Rating Area 43
288.83,30252FL0020033,12089,Rating Area 45
272.38,30252FL0020033,12091,Rating Area 46
296.33,30252FL0020033,12093,Rating Area 47
289.41,30252FL0020033,12095,Rating Area 48
290.27,30252FL0020033,12097,Rating Area 49
305.28,30252FL0020033,12099,Rating Area 50
273.83,30252FL0020033,12101,Rating Area 51
278.16,30252FL0020033,12103,Rating Area 52
323.17,30252FL0020033,12105,Rating Area 53
288.25,30252FL0020033,12109,Rating Area 58
275.56,30252FL0020033,12111,Rating Area 59
266.9,30252FL0020033,12113,Rating Area 55
249.59,30252FL0020033,12115,Rating Area 56
299.22,30252FL0020033,12117,Rating Area 57
249.3,30252FL0020033,12119,Rating Area 60
255.36,30252FL0020033,12121,Rating Area 61
265.17,30252FL0020033,12127,Rating Area 64
267.48,30252FL0020033,12131,Rating Area 66
242.6,30252FL0020074,12001,Rating Area 1
276.14,30252FL0020074,12003,Rating Area 2
220.52,30252FL0020074,12007,Rating Area 4
262.16,30252FL0020074,12009,Rating Area 5
308.84,30252FL0020074,12011,Rating Area 6
243.72,30252FL0020074,12015,Rating Area 8
221.92,30252FL0020074,12017,Rating Area 9
265.24,30252FL0020074,12019,Rating Area 10
240.08,30252FL0020074,12021,Rating Area 11
250.42,30252FL0020074,12023,Rating Area 12
244.83,30252FL0020074,12029,Rating Area 14
262.44,30252FL0020074,12031,Rating Area 15
257.69,30252FL0020074,12033,Rating Area 16
259.09,30252FL0020074,12035,Rating Area 17
244,30252FL0020074,12041,Rating Area 20
256.85,30252FL0020074,12051,Rating Area 25
242.6,30252FL0020074,12053,Rating Area 26
258.25,30252FL0020074,12057,Rating Area 28
251.54,30252FL0020074,12069,Rating Area 34
270.55,30252FL0020074,12071,Rating Area 35
239.52,30252FL0020074,12075,Rating Area 37
250.14,30252FL0020074,12081,Rating Area 40
242.32,30252FL0020074,12083,Rating Area 41
265.24,30252FL0020074,12085,Rating Area 42
332.03,30252FL0020074,12086,Rating Area 43
279.77,30252FL0020074,12089,Rating Area 45
263.84,30252FL0020074,12091,Rating Area 46
287.04,30252FL0020074,12093,Rating Area 47
280.33,30252FL0020074,12095,Rating Area 48
281.17,30252FL0020074,12097,Rating Area 49
295.7,30252FL0020074,12099,Rating Area 50
265.24,30252FL0020074,12101,Rating Area 51
269.43,30252FL0020074,12103,Rating Area 52
313.03,30252FL0020074,12105,Rating Area 53
279.21,30252FL0020074,12109,Rating Area 58
266.91,30252FL0020074,12111,Rating Area 59
258.53,30252FL0020074,12113,Rating Area 55
241.76,30252FL0020074,12115,Rating Area 56
289.83,30252FL0020074,12117,Rating Area 57
241.48,30252FL0020074,12119,Rating Area 60
247.35,30252FL0020074,12121,Rating Area 61
256.85,30252FL0020074,12127,Rating Area 64
259.09,30252FL0020074,12131,Rating Area 66
224.04,30252FL0020070,12001,Rating Area 1
255.01,30252FL0020070,12003,Rating Area 2
203.65,30252FL0020070,12007,Rating Area 4
242.11,30252FL0020070,12009,Rating Area 5
285.21,30252FL0020070,12011,Rating Area 6
225.07,30252FL0020070,12015,Rating Area 8
204.94,30252FL0020070,12017,Rating Area 9
244.95,30252FL0020070,12019,Rating Area 10
221.72,30252FL0020070,12021,Rating Area 11
231.27,30252FL0020070,12023,Rating Area 12
226.1,30252FL0020070,12029,Rating Area 14
242.36,30252FL0020070,12031,Rating Area 15
237.98,30252FL0020070,12033,Rating Area 16
239.27,30252FL0020070,12035,Rating Area 17
225.33,30252FL0020070,12041,Rating Area 20
237.2,30252FL0020070,12051,Rating Area 25
224.04,30252FL0020070,12053,Rating Area 26
238.49,30252FL0020070,12057,Rating Area 28
232.3,30252FL0020070,12069,Rating Area 34
249.85,30252FL0020070,12071,Rating Area 35
221.2,30252FL0020070,12075,Rating Area 37
231.01,30252FL0020070,12081,Rating Area 40
223.78,30252FL0020070,12083,Rating Area 41
244.95,30252FL0020070,12085,Rating Area 42
306.63,30252FL0020070,12086,Rating Area 43
258.37,30252FL0020070,12089,Rating Area 45
243.66,30252FL0020070,12091,Rating Area 46
265.08,30252FL0020070,12093,Rating Area 47
258.88,30252FL0020070,12095,Rating Area 48
259.66,30252FL0020070,12097,Rating Area 49
273.08,30252FL0020070,12099,Rating Area 50
244.95,30252FL0020070,12101,Rating Area 51
248.82,30252FL0020070,12103,Rating Area 52
289.08,30252FL0020070,12105,Rating Area 53
257.85,30252FL0020070,12109,Rating Area 58
246.49,30252FL0020070,12111,Rating Area 59
238.75,30252FL0020070,12113,Rating Area 55
223.26,30252FL0020070,12115,Rating Area 56
267.66,30252FL0020070,12117,Rating Area 57
223.01,30252FL0020070,12119,Rating Area 60
228.43,30252FL0020070,12121,Rating Area 61
237.2,30252FL0020070,12127,Rating Area 64
239.27,30252FL0020070,12131,Rating Area 66
187.53,30252FL0020044,12001,Rating Area 1
213.45,30252FL0020044,12003,Rating Area 2
170.46,30252FL0020044,12007,Rating Area 4
202.65,30252FL0020044,12009,Rating Area 5
238.73,30252FL0020044,12011,Rating Area 6
188.39,30252FL0020044,12015,Rating Area 8
171.54,30252FL0020044,12017,Rating Area 9
205.03,30252FL0020044,12019,Rating Area 10
185.58,30252FL0020044,12021,Rating Area 11
193.57,30252FL0020044,12023,Rating Area 12
189.25,30252FL0020044,12029,Rating Area 14
202.86,30252FL0020044,12031,Rating Area 15
199.19,30252FL0020044,12033,Rating Area 16
200.27,30252FL0020044,12035,Rating Area 17
188.61,30252FL0020044,12041,Rating Area 20
198.54,30252FL0020044,12051,Rating Area 25
187.53,30252FL0020044,12053,Rating Area 26
199.62,30252FL0020044,12057,Rating Area 28
194.44,30252FL0020044,12069,Rating Area 34
209.13,30252FL0020044,12071,Rating Area 35
185.15,30252FL0020044,12075,Rating Area 37
193.36,30252FL0020044,12081,Rating Area 40
187.31,30252FL0020044,12083,Rating Area 41
205.03,30252FL0020044,12085,Rating Area 42
256.66,30252FL0020044,12086,Rating Area 43
216.26,30252FL0020044,12089,Rating Area 45
203.95,30252FL0020044,12091,Rating Area 46
221.88,30252FL0020044,12093,Rating Area 47
216.69,30252FL0020044,12095,Rating Area 48
217.34,30252FL0020044,12097,Rating Area 49
228.57,30252FL0020044,12099,Rating Area 50
205.03,30252FL0020044,12101,Rating Area 51
208.27,30252FL0020044,12103,Rating Area 52
241.97,30252FL0020044,12105,Rating Area 53
215.83,30252FL0020044,12109,Rating Area 58
206.32,30252FL0020044,12111,Rating Area 59
199.84,30252FL0020044,12113,Rating Area 55
186.88,30252FL0020044,12115,Rating Area 56
224.04,30252FL0020044,12117,Rating Area 57
186.66,30252FL0020044,12119,Rating Area 60
191.2,30252FL0020044,12121,Rating Area 61
198.54,30252FL0020044,12127,Rating Area 64
200.27,30252FL0020044,12131,Rating Area 66
196.14,30252FL0020044,12001,Rating Area 1
223.25,30252FL0020044,12003,Rating Area 2
178.29,30252FL0020044,12007,Rating Area 4
211.96,30252FL0020044,12009,Rating Area 5
249.69,30252FL0020044,12011,Rating Area 6
197.04,30252FL0020044,12015,Rating Area 8
179.42,30252FL0020044,12017,Rating Area 9
214.44,30252FL0020044,12019,Rating Area 10
194.1,30252FL0020044,12021,Rating Area 11
202.47,30252FL0020044,12023,Rating Area 12
197.95,30252FL0020044,12029,Rating Area 14
212.18,30252FL0020044,12031,Rating Area 15
208.34,30252FL0020044,12033,Rating Area 16
209.47,30252FL0020044,12035,Rating Area 17
197.27,30252FL0020044,12041,Rating Area 20
207.66,30252FL0020044,12051,Rating Area 25
196.14,30252FL0020044,12053,Rating Area 26
208.79,30252FL0020044,12057,Rating Area 28
203.37,30252FL0020044,12069,Rating Area 34
218.74,30252FL0020044,12071,Rating Area 35
193.65,30252FL0020044,12075,Rating Area 37
202.24,30252FL0020044,12081,Rating Area 40
195.91,30252FL0020044,12083,Rating Area 41
214.44,30252FL0020044,12085,Rating Area 42
268.45,30252FL0020044,12086,Rating Area 43
226.19,30252FL0020044,12089,Rating Area 45
213.31,30252FL0020044,12091,Rating Area 46
232.07,30252FL0020044,12093,Rating Area 47
226.64,30252FL0020044,12095,Rating Area 48
227.32,30252FL0020044,12097,Rating Area 49
239.07,30252FL0020044,12099,Rating Area 50
214.44,30252FL0020044,12101,Rating Area 51
217.83,30252FL0020044,12103,Rating Area 52
253.08,30252FL0020044,12105,Rating Area 53
225.74,30252FL0020044,12109,Rating Area 58
215.8,30252FL0020044,12111,Rating Area 59
209.02,30252FL0020044,12113,Rating Area 55
195.46,30252FL0020044,12115,Rating Area 56
234.33,30252FL0020044,12117,Rating Area 57
195.23,30252FL0020044,12119,Rating Area 60
199.98,30252FL0020044,12121,Rating Area 61
207.66,30252FL0020044,12127,Rating Area 64
209.47,30252FL0020044,12131,Rating Area 66
250.13,30252FL0020074,12001,Rating Area 1
284.71,30252FL0020074,12003,Rating Area 2
227.36,30252FL0020074,12007,Rating Area 4
270.3,30252FL0020074,12009,Rating Area 5
318.42,30252FL0020074,12011,Rating Area 6
251.28,30252FL0020074,12015,Rating Area 8
228.8,30252FL0020074,12017,Rating Area 9
273.47,30252FL0020074,12019,Rating Area 10
247.53,30252FL0020074,12021,Rating Area 11
258.19,30252FL0020074,12023,Rating Area 12
252.43,30252FL0020074,12029,Rating Area 14
270.59,30252FL0020074,12031,Rating Area 15
265.69,30252FL0020074,12033,Rating Area 16
267.13,30252FL0020074,12035,Rating Area 17
251.57,30252FL0020074,12041,Rating Area 20
264.82,30252FL0020074,12051,Rating Area 25
250.13,30252FL0020074,12053,Rating Area 26
266.26,30252FL0020074,12057,Rating Area 28
259.35,30252FL0020074,12069,Rating Area 34
278.94,30252FL0020074,12071,Rating Area 35
246.96,30252FL0020074,12075,Rating Area 37
257.91,30252FL0020074,12081,Rating Area 40
249.84,30252FL0020074,12083,Rating Area 41
273.47,30252FL0020074,12085,Rating Area 42
342.34,30252FL0020074,12086,Rating Area 43
288.45,30252FL0020074,12089,Rating Area 45
272.03,30252FL0020074,12091,Rating Area 46
295.94,30252FL0020074,12093,Rating Area 47
289.03,30252FL0020074,12095,Rating Area 48
289.89,30252FL0020074,12097,Rating Area 49
304.88,30252FL0020074,12099,Rating Area 50
273.47,30252FL0020074,12101,Rating Area 51
277.79,30252FL0020074,12103,Rating Area 52
322.74,30252FL0020074,12105,Rating Area 53
287.88,30252FL0020074,12109,Rating Area 58
275.2,30252FL0020074,12111,Rating Area 59
266.55,30252FL0020074,12113,Rating Area 55
249.26,30252FL0020074,12115,Rating Area 56
298.83,30252FL0020074,12117,Rating Area 57
248.97,30252FL0020074,12119,Rating Area 60
255.02,30252FL0020074,12121,Rating Area 61
264.82,30252FL0020074,12127,Rating Area 64
267.13,30252FL0020074,12131,Rating Area 66
230.98,30252FL0020070,12001,Rating Area 1
262.91,30252FL0020070,12003,Rating Area 2
209.96,30252FL0020070,12007,Rating Area 4
249.61,30252FL0020070,12009,Rating Area 5
294.05,30252FL0020070,12011,Rating Area 6
232.05,30252FL0020070,12015,Rating Area 8
211.29,30252FL0020070,12017,Rating Area 9
252.54,30252FL0020070,12019,Rating Area 10
228.59,30252FL0020070,12021,Rating Area 11
238.43,30252FL0020070,12023,Rating Area 12
233.11,30252FL0020070,12029,Rating Area 14
249.87,30252FL0020070,12031,Rating Area 15
245.35,30252FL0020070,12033,Rating Area 16
246.68,30252FL0020070,12035,Rating Area 17
232.31,30252FL0020070,12041,Rating Area 20
244.55,30252FL0020070,12051,Rating Area 25
230.98,30252FL0020070,12053,Rating Area 26
245.88,30252FL0020070,12057,Rating Area 28
239.5,30252FL0020070,12069,Rating Area 34
257.59,30252FL0020070,12071,Rating Area 35
228.05,30252FL0020070,12075,Rating Area 37
238.17,30252FL0020070,12081,Rating Area 40
230.71,30252FL0020070,12083,Rating Area 41
252.54,30252FL0020070,12085,Rating Area 42
316.13,30252FL0020070,12086,Rating Area 43
266.37,30252FL0020070,12089,Rating Area 45
251.2,30252FL0020070,12091,Rating Area 46
273.29,30252FL0020070,12093,Rating Area 47
266.91,30252FL0020070,12095,Rating Area 48
267.7,30252FL0020070,12097,Rating Area 49
281.54,30252FL0020070,12099,Rating Area 50
252.54,30252FL0020070,12101,Rating Area 51
256.53,30252FL0020070,12103,Rating Area 52
298.04,30252FL0020070,12105,Rating Area 53
265.84,30252FL0020070,12109,Rating Area 58
254.13,30252FL0020070,12111,Rating Area 59
246.15,30252FL0020070,12113,Rating Area 55
230.18,30252FL0020070,12115,Rating Area 56
275.95,30252FL0020070,12117,Rating Area 57
229.92,30252FL0020070,12119,Rating Area 60
235.5,30252FL0020070,12121,Rating Area 61
244.55,30252FL0020070,12127,Rating Area 64
246.68,30252FL0020070,12131,Rating Area 66
193.34,30252FL0020044,12001,Rating Area 1
220.07,30252FL0020044,12003,Rating Area 2
175.74,30252FL0020044,12007,Rating Area 4
208.93,30252FL0020044,12009,Rating Area 5
246.13,30252FL0020044,12011,Rating Area 6
194.23,30252FL0020044,12015,Rating Area 8
176.86,30252FL0020044,12017,Rating Area 9
211.38,30252FL0020044,12019,Rating Area 10
191.33,30252FL0020044,12021,Rating Area 11
199.58,30252FL0020044,12023,Rating Area 12
195.12,30252FL0020044,12029,Rating Area 14
209.15,30252FL0020044,12031,Rating Area 15
205.37,30252FL0020044,12033,Rating Area 16
206.48,30252FL0020044,12035,Rating Area 17
194.45,30252FL0020044,12041,Rating Area 20
204.7,30252FL0020044,12051,Rating Area 25
193.34,30252FL0020044,12053,Rating Area 26
205.81,30252FL0020044,12057,Rating Area 28
200.47,30252FL0020044,12069,Rating Area 34
215.61,30252FL0020044,12071,Rating Area 35
190.89,30252FL0020044,12075,Rating Area 37
199.35,30252FL0020044,12081,Rating Area 40
193.12,30252FL0020044,12083,Rating Area 41
211.38,30252FL0020044,12085,Rating Area 42
264.62,30252FL0020044,12086,Rating Area 43
222.96,30252FL0020044,12089,Rating Area 45
210.27,30252FL0020044,12091,Rating Area 46
228.75,30252FL0020044,12093,Rating Area 47
223.41,30252FL0020044,12095,Rating Area 48
224.08,30252FL0020044,12097,Rating Area 49
235.66,30252FL0020044,12099,Rating Area 50
211.38,30252FL0020044,12101,Rating Area 51
214.72,30252FL0020044,12103,Rating Area 52
249.47,30252FL0020044,12105,Rating Area 53
222.52,30252FL0020044,12109,Rating Area 58
212.72,30252FL0020044,12111,Rating Area 59
206.03,30252FL0020044,12113,Rating Area 55
192.67,30252FL0020044,12115,Rating Area 56
230.98,30252FL0020044,12117,Rating Area 57
192.45,30252FL0020044,12119,Rating Area 60
197.13,30252FL0020044,12121,Rating Area 61
204.7,30252FL0020044,12127,Rating Area 64
206.48,30252FL0020044,12131,Rating Area 66
202.22,30252FL0020044,12001,Rating Area 1
230.17,30252FL0020044,12003,Rating Area 2
183.81,30252FL0020044,12007,Rating Area 4
218.53,30252FL0020044,12009,Rating Area 5
257.43,30252FL0020044,12011,Rating Area 6
203.15,30252FL0020044,12015,Rating Area 8
184.98,30252FL0020044,12017,Rating Area 9
221.09,30252FL0020044,12019,Rating Area 10
200.12,30252FL0020044,12021,Rating Area 11
208.74,30252FL0020044,12023,Rating Area 12
204.08,30252FL0020044,12029,Rating Area 14
218.76,30252FL0020044,12031,Rating Area 15
214.8,30252FL0020044,12033,Rating Area 16
215.96,30252FL0020044,12035,Rating Area 17
203.38,30252FL0020044,12041,Rating Area 20
214.1,30252FL0020044,12051,Rating Area 25
202.22,30252FL0020044,12053,Rating Area 26
215.26,30252FL0020044,12057,Rating Area 28
209.67,30252FL0020044,12069,Rating Area 34
225.52,30252FL0020044,12071,Rating Area 35
199.66,30252FL0020044,12075,Rating Area 37
208.51,30252FL0020044,12081,Rating Area 40
201.99,30252FL0020044,12083,Rating Area 41
221.09,30252FL0020044,12085,Rating Area 42
276.77,30252FL0020044,12086,Rating Area 43
233.2,30252FL0020044,12089,Rating Area 45
219.92,30252FL0020044,12091,Rating Area 46
239.26,30252FL0020044,12093,Rating Area 47
233.67,30252FL0020044,12095,Rating Area 48
234.37,30252FL0020044,12097,Rating Area 49
246.48,30252FL0020044,12099,Rating Area 50
221.09,30252FL0020044,12101,Rating Area 51
224.58,30252FL0020044,12103,Rating Area 52
260.93,30252FL0020044,12105,Rating Area 53
232.74,30252FL0020044,12109,Rating Area 58
222.49,30252FL0020044,12111,Rating Area 59
215.5,30252FL0020044,12113,Rating Area 55
201.52,30252FL0020044,12115,Rating Area 56
241.59,30252FL0020044,12117,Rating Area 57
201.29,30252FL0020044,12119,Rating Area 60
206.18,30252FL0020044,12121,Rating Area 61
214.1,30252FL0020044,12127,Rating Area 64
215.96,30252FL0020044,12131,Rating Area 66
229.64,30252FL0020060,12001,Rating Area 1
261.39,30252FL0020060,12003,Rating Area 2
208.74,30252FL0020060,12007,Rating Area 4
248.16,30252FL0020060,12009,Rating Area 5
292.34,30252FL0020060,12011,Rating Area 6
230.7,30252FL0020060,12015,Rating Area 8
210.06,30252FL0020060,12017,Rating Area 9
251.07,30252FL0020060,12019,Rating Area 10
227.26,30252FL0020060,12021,Rating Area 11
237.05,30252FL0020060,12023,Rating Area 12
231.76,30252FL0020060,12029,Rating Area 14
248.42,30252FL0020060,12031,Rating Area 15
243.92,30252FL0020060,12033,Rating Area 16
245.25,30252FL0020060,12035,Rating Area 17
230.96,30252FL0020060,12041,Rating Area 20
243.13,30252FL0020060,12051,Rating Area 25
229.64,30252FL0020060,12053,Rating Area 26
244.45,30252FL0020060,12057,Rating Area 28
238.1,30252FL0020060,12069,Rating Area 34
256.09,30252FL0020060,12071,Rating Area 35
226.73,30252FL0020060,12075,Rating Area 37
236.78,30252FL0020060,12081,Rating Area 40
229.37,30252FL0020060,12083,Rating Area 41
251.07,30252FL0020060,12085,Rating Area 42
314.3,30252FL0020060,12086,Rating Area 43
264.83,30252FL0020060,12089,Rating Area 45
249.75,30252FL0020060,12091,Rating Area 46
271.7,30252FL0020060,12093,Rating Area 47
265.35,30252FL0020060,12095,Rating Area 48
266.15,30252FL0020060,12097,Rating Area 49
279.91,30252FL0020060,12099,Rating Area 50
251.07,30252FL0020060,12101,Rating Area 51
255.04,30252FL0020060,12103,Rating Area 52
296.31,30252FL0020060,12105,Rating Area 53
264.3,30252FL0020060,12109,Rating Area 58
252.66,30252FL0020060,12111,Rating Area 59
244.72,30252FL0020060,12113,Rating Area 55
228.84,30252FL0020060,12115,Rating Area 56
274.35,30252FL0020060,12117,Rating Area 57
228.58,30252FL0020060,12119,Rating Area 60
234.14,30252FL0020060,12121,Rating Area 61
243.13,30252FL0020060,12127,Rating Area 64
245.25,30252FL0020060,12131,Rating Area 66
236.76,30252FL0020060,12001,Rating Area 1
269.49,30252FL0020060,12003,Rating Area 2
215.21,30252FL0020060,12007,Rating Area 4
255.85,30252FL0020060,12009,Rating Area 5
301.4,30252FL0020060,12011,Rating Area 6
237.85,30252FL0020060,12015,Rating Area 8
216.57,30252FL0020060,12017,Rating Area 9
258.85,30252FL0020060,12019,Rating Area 10
234.3,30252FL0020060,12021,Rating Area 11
244.4,30252FL0020060,12023,Rating Area 12
238.94,30252FL0020060,12029,Rating Area 14
256.12,30252FL0020060,12031,Rating Area 15
251.49,30252FL0020060,12033,Rating Area 16
252.85,30252FL0020060,12035,Rating Area 17
238.12,30252FL0020060,12041,Rating Area 20
250.67,30252FL0020060,12051,Rating Area 25
236.76,30252FL0020060,12053,Rating Area 26
252.03,30252FL0020060,12057,Rating Area 28
245.49,30252FL0020060,12069,Rating Area 34
264.03,30252FL0020060,12071,Rating Area 35
233.76,30252FL0020060,12075,Rating Area 37
244.12,30252FL0020060,12081,Rating Area 40
236.49,30252FL0020060,12083,Rating Area 41
258.85,30252FL0020060,12085,Rating Area 42
324.04,30252FL0020060,12086,Rating Area 43
273.04,30252FL0020060,12089,Rating Area 45
257.49,30252FL0020060,12091,Rating Area 46
280.13,30252FL0020060,12093,Rating Area 47
273.58,30252FL0020060,12095,Rating Area 48
274.4,30252FL0020060,12097,Rating Area 49
288.58,30252FL0020060,12099,Rating Area 50
258.85,30252FL0020060,12101,Rating Area 51
262.94,30252FL0020060,12103,Rating Area 52
305.49,30252FL0020060,12105,Rating Area 53
272.49,30252FL0020060,12109,Rating Area 58
260.49,30252FL0020060,12111,Rating Area 59
252.31,30252FL0020060,12113,Rating Area 55
235.94,30252FL0020060,12115,Rating Area 56
282.86,30252FL0020060,12117,Rating Area 57
235.67,30252FL0020060,12119,Rating Area 60
241.4,30252FL0020060,12121,Rating Area 61
250.67,30252FL0020060,12127,Rating Area 64
252.85,30252FL0020060,12131,Rating Area 66
266.07,30252FL0020062,12001,Rating Area 1
302.86,30252FL0020062,12003,Rating Area 2
241.86,30252FL0020062,12007,Rating Area 4
287.53,30252FL0020062,12009,Rating Area 5
338.72,30252FL0020062,12011,Rating Area 6
267.3,30252FL0020062,12015,Rating Area 8
243.39,30252FL0020062,12017,Rating Area 9
290.9,30252FL0020062,12019,Rating Area 10
263.31,30252FL0020062,12021,Rating Area 11
274.65,30252FL0020062,12023,Rating Area 12
268.52,30252FL0020062,12029,Rating Area 14
287.84,30252FL0020062,12031,Rating Area 15
282.62,30252FL0020062,12033,Rating Area 16
284.16,30252FL0020062,12035,Rating Area 17
267.6,30252FL0020062,12041,Rating Area 20
281.71,30252FL0020062,12051,Rating Area 25
266.07,30252FL0020062,12053,Rating Area 26
283.24,30252FL0020062,12057,Rating Area 28
275.88,30252FL0020062,12069,Rating Area 34
296.73,30252FL0020062,12071,Rating Area 35
262.7,30252FL0020062,12075,Rating Area 37
274.35,30252FL0020062,12081,Rating Area 40
265.77,30252FL0020062,12083,Rating Area 41
290.9,30252FL0020062,12085,Rating Area 42
364.16,30252FL0020062,12086,Rating Area 43
306.84,30252FL0020062,12089,Rating Area 45
289.37,30252FL0020062,12091,Rating Area 46
314.81,30252FL0020062,12093,Rating Area 47
307.45,30252FL0020062,12095,Rating Area 48
308.37,30252FL0020062,12097,Rating Area 49
324.31,30252FL0020062,12099,Rating Area 50
290.9,30252FL0020062,12101,Rating Area 51
295.5,30252FL0020062,12103,Rating Area 52
343.32,30252FL0020062,12105,Rating Area 53
306.23,30252FL0020062,12109,Rating Area 58
292.74,30252FL0020062,12111,Rating Area 59
283.54,30252FL0020062,12113,Rating Area 55
265.15,30252FL0020062,12115,Rating Area 56
317.88,30252FL0020062,12117,Rating Area 57
264.85,30252FL0020062,12119,Rating Area 60
271.28,30252FL0020062,12121,Rating Area 61
281.71,30252FL0020062,12127,Rating Area 64
284.16,30252FL0020062,12131,Rating Area 66
240.14,30252FL0020074,12001,Rating Area 1
273.34,30252FL0020074,12003,Rating Area 2
218.29,30252FL0020074,12007,Rating Area 4
259.51,30252FL0020074,12009,Rating Area 5
305.71,30252FL0020074,12011,Rating Area 6
241.25,30252FL0020074,12015,Rating Area 8
219.67,30252FL0020074,12017,Rating Area 9
262.55,30252FL0020074,12019,Rating Area 10
237.65,30252FL0020074,12021,Rating Area 11
247.89,30252FL0020074,12023,Rating Area 12
242.36,30252FL0020074,12029,Rating Area 14
259.79,30252FL0020074,12031,Rating Area 15
255.08,30252FL0020074,12033,Rating Area 16
256.47,30252FL0020074,12035,Rating Area 17
241.53,30252FL0020074,12041,Rating Area 20
254.25,30252FL0020074,12051,Rating Area 25
240.14,30252FL0020074,12053,Rating Area 26
255.64,30252FL0020074,12057,Rating Area 28
249,30252FL0020074,12069,Rating Area 34
267.81,30252FL0020074,12071,Rating Area 35
237.1,30252FL0020074,12075,Rating Area 37
247.61,30252FL0020074,12081,Rating Area 40
239.87,30252FL0020074,12083,Rating Area 41
262.55,30252FL0020074,12085,Rating Area 42
328.68,30252FL0020074,12086,Rating Area 43
276.94,30252FL0020074,12089,Rating Area 45
261.17,30252FL0020074,12091,Rating Area 46
284.13,30252FL0020074,12093,Rating Area 47
277.49,30252FL0020074,12095,Rating Area 48
278.32,30252FL0020074,12097,Rating Area 49
292.71,30252FL0020074,12099,Rating Area 50
262.55,30252FL0020074,12101,Rating Area 51
266.7,30252FL0020074,12103,Rating Area 52
309.86,30252FL0020074,12105,Rating Area 53
276.39,30252FL0020074,12109,Rating Area 58
264.21,30252FL0020074,12111,Rating Area 59
255.91,30252FL0020074,12113,Rating Area 55
239.31,30252FL0020074,12115,Rating Area 56
286.9,30252FL0020074,12117,Rating Area 57
239.04,30252FL0020074,12119,Rating Area 60
244.85,30252FL0020074,12121,Rating Area 61
254.25,30252FL0020074,12127,Rating Area 64
256.47,30252FL0020074,12131,Rating Area 66
274.32,30252FL0020062,12001,Rating Area 1
312.24,30252FL0020062,12003,Rating Area 2
249.35,30252FL0020062,12007,Rating Area 4
296.44,30252FL0020062,12009,Rating Area 5
349.22,30252FL0020062,12011,Rating Area 6
275.58,30252FL0020062,12015,Rating Area 8
250.93,30252FL0020062,12017,Rating Area 9
299.92,30252FL0020062,12019,Rating Area 10
271.48,30252FL0020062,12021,Rating Area 11
283.17,30252FL0020062,12023,Rating Area 12
276.85,30252FL0020062,12029,Rating Area 14
296.76,30252FL0020062,12031,Rating Area 15
291.39,30252FL0020062,12033,Rating Area 16
292.97,30252FL0020062,12035,Rating Area 17
275.9,30252FL0020062,12041,Rating Area 20
290.44,30252FL0020062,12051,Rating Area 25
274.32,30252FL0020062,12053,Rating Area 26
292.02,30252FL0020062,12057,Rating Area 28
284.43,30252FL0020062,12069,Rating Area 34
305.92,30252FL0020062,12071,Rating Area 35
270.84,30252FL0020062,12075,Rating Area 37
282.85,30252FL0020062,12081,Rating Area 40
274,30252FL0020062,12083,Rating Area 41
299.92,30252FL0020062,12085,Rating Area 42
375.45,30252FL0020062,12086,Rating Area 43
316.35,30252FL0020062,12089,Rating Area 45
298.34,30252FL0020062,12091,Rating Area 46
324.57,30252FL0020062,12093,Rating Area 47
316.99,30252FL0020062,12095,Rating Area 48
317.93,30252FL0020062,12097,Rating Area 49
334.37,30252FL0020062,12099,Rating Area 50
299.92,30252FL0020062,12101,Rating Area 51
304.66,30252FL0020062,12103,Rating Area 52
353.96,30252FL0020062,12105,Rating Area 53
315.72,30252FL0020062,12109,Rating Area 58
301.82,30252FL0020062,12111,Rating Area 59
292.33,30252FL0020062,12113,Rating Area 55
273.37,30252FL0020062,12115,Rating Area 56
327.73,30252FL0020062,12117,Rating Area 57
273.06,30252FL0020062,12119,Rating Area 60
