BeginPrimaryCareCostSharingAfterNumberOfVisits,IsHSAEligible,IsNewPlan,IsReferralRequiredForSpecialist,NationalNetwork,OutOfServiceAreaCoverage,PlanType,StandardComponentId,StateCode
0,No,New,No,No,No,POS,27357FL1830025,FL
0,No,New,No,No,No,POS,27357FL1830025,FL
0,No,New,No,No,No,POS,27357FL1830025,FL
0,No,New,No,No,No,HMO,27357FL1820023,FL
0,No,New,No,No,No,HMO,27357FL1840003,FL
0,No,Existing,No,Yes,Yes,EPO,16842FL0120072,FL
0,No,Existing,No,Yes,Yes,EPO,16842FL0120072,FL
0,No,Existing,No,Yes,Yes,EPO,16842FL0120072,FL
0,No,Existing,No,Yes,Yes,EPO,16842FL0120072,FL
0,No,Existing,No,Yes,Yes,EPO,16842FL0120072,FL
0,No,Existing,No,Yes,Yes,EPO,16842FL0120072,FL
0,No,New,No,No,No,POS,27357FL1830026,FL
0,No,New,No,No,No,HMO,27357FL1860004,FL
0,No,New,No,No,No,HMO,27357FL1860004,FL
0,No,New,No,No,No,POS,27357FL1830026,FL
0,No,New,No,No,Yes,POS,27357FL1850004,FL
0,No,New,No,No,Yes,POS,27357FL1850004,FL
0,No,New,No,No,Yes,POS,27357FL1870004,FL
0,No,New,No,No,Yes,POS,27357FL1870004,FL
0,No,New,No,No,No,HMO,27357FL1840005,FL
0,No,New,No,No,No,HMO,27357FL1820028,FL
0,No,New,No,No,No,HMO,27357FL1820028,FL
0,No,New,No,No,No,HMO,27357FL1840005,FL
0,No,New,No,No,No,HMO,27357FL1860005,FL
0,No,New,No,No,No,HMO,27357FL1820028,FL
0,No,New,No,Yes,Yes,EPO,16842FL0070120,FL
0,No,New,No,Yes,Yes,EPO,16842FL0070120,FL
0,No,New,No,Yes,Yes,EPO,16842FL0070120,FL
0,No,New,No,Yes,Yes,EPO,16842FL0070120,FL
0,No,New,No,Yes,Yes,EPO,16842FL0120076,FL
0,No,New,No,Yes,Yes,EPO,16842FL0120076,FL
0,No,New,No,Yes,Yes,EPO,16842FL0120076,FL
0,No,New,No,Yes,Yes,EPO,16842FL0120076,FL
0,No,New,Yes,No,No,HMO,18628FL0120001,FL
0,No,New,Yes,No,No,HMO,18628FL0120001,FL
0,No,New,Yes,No,No,HMO,18628FL0120001,FL
0,No,New,Yes,No,No,HMO,18628FL0120001,FL
0,Yes,New,Yes,No,No,HMO,18628FL0120002,FL
0,Yes,New,Yes,No,No,HMO,18628FL0120002,FL
0,Yes,New,Yes,No,No,HMO,18628FL0120002,FL
0,Yes,New,Yes,No,No,HMO,18628FL0120002,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120005,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120006,FL
0,No,New,Yes,No,No,HMO,18628FL0120004,FL
0,No,New,Yes,No,No,HMO,18628FL0120004,FL
0,No,New,Yes,No,No,HMO,18628FL0120004,FL
0,No,New,Yes,No,No,HMO,18628FL0120004,FL
0,No,New,Yes,No,No,HMO,18628FL0120003,FL
0,No,New,Yes,No,No,HMO,18628FL0120003,FL
0,No,New,No,No,Yes,POS,27357FL1870001,FL
0,No,New,No,No,Yes,POS,27357FL1870001,FL
0,No,New,No,No,No,POS,27357FL1830024,FL
0,No,New,No,No,No,POS,27357FL1830024,FL
0,No,New,No,No,No,POS,27357FL1830024,FL
0,No,New,No,No,No,HMO,27357FL1840003,FL
0,No,New,No,No,No,HMO,27357FL1820023,FL
0,No,New,No,No,No,HMO,27357FL1820023,FL
0,No,New,No,No,No,HMO,27357FL1860003,FL
0,No,New,No,No,No,HMO,27357FL1860003,FL
0,No,New,No,No,No,HMO,27357FL1820023,FL
0,No,New,No,No,No,POS,27357FL1830023,FL
0,No,New,No,No,Yes,POS,27357FL1850003,FL
0,No,New,No,No,Yes,POS,27357FL1850003,FL
0,No,New,No,No,No,POS,27357FL1830023,FL
0,No,New,No,No,No,POS,27357FL1830023,FL
0,No,New,No,No,Yes,POS,27357FL1870003,FL
0,No,New,No,No,Yes,POS,27357FL1870003,FL
0,No,New,No,No,No,POS,27357FL1830023,FL
0,No,New,No,No,No,HMO,27357FL1820026,FL
0,No,New,No,No,No,HMO,27357FL1840004,FL
0,No,New,No,No,No,HMO,27357FL1840004,FL
0,No,New,No,No,No,HMO,27357FL1820026,FL
0,No,New,No,No,No,HMO,27357FL1820028,FL
0,No,New,No,No,No,HMO,27357FL1860005,FL
0,No,New,No,No,Yes,POS,27357FL1850005,FL
0,No,New,No,No,No,POS,27357FL1830028,FL
0,No,New,No,No,No,POS,27357FL1830028,FL
0,No,New,No,No,Yes,POS,27357FL1850005,FL
0,No,New,No,No,Yes,POS,27357FL1870005,FL
0,No,New,No,No,No,POS,27357FL1830028,FL
0,No,New,No,No,No,POS,27357FL1830028,FL
0,No,New,No,No,Yes,POS,27357FL1870005,FL
0,No,New,No,No,No,POS,27357FL1830002,FL
0,No,New,No,No,No,POS,27357FL1830010,FL
0,No,New,No,No,No,POS,27357FL1830010,FL
0,No,New,No,No,No,POS,27357FL1830010,FL
0,No,New,No,No,No,POS,27357FL1830010,FL
0,No,New,No,No,No,HMO,27357FL1820003,FL
3,No,New,No,No,No,HMO,27357FL1840010,FL
0,No,New,No,No,No,HMO,27357FL1840006,FL
3,No,New,No,No,No,HMO,27357FL1820030,FL
3,No,New,No,No,No,HMO,27357FL1820030,FL
0,No,New,No,No,No,HMO,27357FL1840006,FL
0,No,New,No,No,No,POS,27357FL1850006,FL
3,No,New,No,No,No,HMO,27357FL1820030,FL
3,No,New,No,No,No,HMO,27357FL1820030,FL
0,No,New,No,No,No,POS,27357FL1850006,FL
0,No,New,No,No,No,POS,27357FL1870006,FL
3,No,New,No,No,No,HMO,27357FL1820029,FL
3,No,New,No,No,No,HMO,27357FL1820029,FL
0,No,New,No,No,No,POS,27357FL1870006,FL
3,No,New,No,No,No,HMO,27357FL1820029,FL
3,No,New,No,No,No,HMO,27357FL1820029,FL
3,No,New,No,No,No,POS,27357FL1830029,FL
3,No,New,No,No,No,POS,27357FL1830029,FL
3,No,New,No,No,No,POS,27357FL1830029,FL
3,No,New,No,No,No,POS,27357FL1830029,FL
3,No,New,No,No,No,POS,27357FL1830030,FL
3,No,New,No,No,No,POS,27357FL1830030,FL
3,No,New,No,No,No,POS,27357FL1830030,FL
3,No,New,No,No,No,POS,27357FL1830030,FL
0,No,New,No,No,No,HMO,27357FL1840007,FL
0,No,New,No,No,No,HMO,27357FL1840007,FL
0,No,New,No,No,No,HMO,27357FL1860007,FL
0,No,New,No,No,No,HMO,27357FL1860007,FL
0,No,New,No,No,No,POS,27357FL1850007,FL
0,No,New,No,No,No,POS,27357FL1850007,FL
0,No,New,No,No,No,POS,27357FL1870007,FL
0,No,New,No,No,No,POS,27357FL1870007,FL
0,No,New,No,No,No,HMO,27357FL1840008,FL
0,No,New,No,No,No,HMO,27357FL1820001,FL
0,No,New,No,No,No,HMO,27357FL1820001,FL
0,No,New,No,No,No,HMO,27357FL1840008,FL
0,No,New,No,No,No,POS,27357FL1850008,FL
0,No,New,No,No,No,HMO,27357FL1820001,FL
0,No,New,No,No,No,HMO,27357FL1820001,FL
0,No,New,No,No,No,POS,27357FL1850008,FL
0,No,New,No,No,No,POS,27357FL1870008,FL
0,No,New,No,No,No,POS,27357FL1830001,FL
0,No,New,No,No,No,POS,27357FL1830001,FL
0,No,New,No,No,No,POS,27357FL1870008,FL
0,No,New,No,No,No,POS,27357FL1830001,FL
0,No,New,No,No,No,POS,27357FL1830001,FL
0,No,New,No,No,No,HMO,27357FL1820002,FL
0,No,New,No,No,No,HMO,27357FL1840009,FL
0,No,New,No,No,No,HMO,27357FL1840009,FL
0,No,New,No,No,No,HMO,27357FL1820002,FL
0,No,New,No,No,No,HMO,27357FL1820002,FL
0,No,New,No,No,No,HMO,27357FL1860009,FL
0,No,New,No,No,No,HMO,27357FL1860009,FL
0,No,New,No,No,No,HMO,27357FL1820002,FL
0,No,New,No,No,No,HMO,27357FL1820010,FL
0,No,New,No,No,No,POS,27357FL1850009,FL
0,No,New,No,No,No,POS,27357FL1850009,FL
0,No,New,No,No,No,HMO,27357FL1820010,FL
0,No,New,No,No,No,HMO,27357FL1820010,FL
0,No,New,No,No,No,POS,27357FL1870009,FL
0,No,New,No,No,No,POS,27357FL1870009,FL
0,No,New,No,No,No,HMO,27357FL1820010,FL
0,No,New,No,No,No,POS,27357FL1830002,FL
0,No,New,No,No,No,POS,27357FL1830002,FL
0,No,New,No,No,No,POS,27357FL1830002,FL
3,No,New,No,No,No,HMO,27357FL1840010,FL
0,No,New,No,No,No,HMO,27357FL1820003,FL
0,No,New,No,No,No,HMO,27357FL1820003,FL
3,No,New,No,No,No,HMO,27357FL1860010,FL
3,No,New,No,No,No,HMO,27357FL1860010,FL
0,No,New,No,No,No,HMO,27357FL1820003,FL
0,No,New,No,No,No,HMO,27357FL1820008,FL
3,No,New,No,No,No,POS,27357FL1850010,FL
3,No,New,No,No,No,POS,27357FL1850010,FL
0,No,New,No,No,No,HMO,27357FL1820008,FL
0,No,New,No,No,No,HMO,27357FL1820008,FL
3,No,New,No,No,No,POS,27357FL1870010,FL
3,No,New,No,No,No,POS,27357FL1870010,FL
0,No,New,No,No,No,HMO,27357FL1820008,FL
0,No,New,No,No,No,POS,27357FL1830003,FL
0,No,New,No,No,No,POS,27357FL1830003,FL
0,No,New,No,No,No,POS,27357FL1830003,FL
0,No,New,No,No,No,POS,27357FL1830003,FL
0,No,New,No,No,No,POS,27357FL1830008,FL
0,No,New,No,No,No,POS,27357FL1830008,FL
0,No,New,No,No,No,POS,27357FL1830008,FL
0,No,New,No,No,No,POS,27357FL1830008,FL
0,No,New,No,No,No,HMO,27357FL1820004,FL
0,No,New,No,No,No,HMO,27357FL1840011,FL
0,No,New,No,No,No,HMO,27357FL1840011,FL
0,No,New,No,No,No,HMO,27357FL1820004,FL
0,No,New,No,No,No,HMO,27357FL1820004,FL
0,No,New,No,No,No,HMO,27357FL1860011,FL
0,No,New,No,No,No,HMO,27357FL1860011,FL
0,No,New,No,No,No,HMO,27357FL1820004,FL
0,No,New,No,No,No,POS,27357FL1830004,FL
0,No,New,No,No,No,POS,27357FL1850011,FL
0,No,New,No,No,No,POS,27357FL1850011,FL
0,No,New,No,No,No,POS,27357FL1830004,FL
0,No,New,No,No,No,POS,27357FL1830004,FL
0,No,New,No,No,No,POS,27357FL1870011,FL
0,No,New,No,No,No,POS,27357FL1870011,FL
0,No,New,No,No,No,POS,27357FL1830004,FL
0,No,New,No,No,No,HMO,27357FL1820005,FL
0,No,New,No,No,No,HMO,27357FL1840012,FL
0,No,New,No,No,No,HMO,27357FL1840012,FL
0,No,New,No,No,No,HMO,27357FL1820005,FL
0,No,New,No,No,No,HMO,27357FL1820005,FL
0,No,New,No,No,No,HMO,27357FL1860012,FL
0,No,New,No,No,No,HMO,27357FL1860012,FL
0,No,New,No,No,No,HMO,27357FL1820005,FL
0,No,New,No,No,No,POS,27357FL1830005,FL
0,No,New,No,No,No,POS,27357FL1850012,FL
0,No,New,No,No,No,POS,27357FL1850012,FL
0,No,New,No,No,No,POS,27357FL1830005,FL
0,No,New,No,No,No,POS,27357FL1830005,FL
0,No,New,No,No,No,POS,27357FL1870012,FL
0,No,New,No,No,No,POS,27357FL1870012,FL
0,No,New,No,No,No,POS,27357FL1830005,FL
0,No,New,No,No,No,HMO,27357FL1820006,FL
0,No,New,No,No,No,HMO,27357FL1840013,FL
0,No,New,No,No,No,HMO,27357FL1840013,FL
0,No,New,No,No,No,HMO,27357FL1820006,FL
0,No,New,No,No,No,HMO,27357FL1820006,FL
0,No,New,No,No,No,HMO,27357FL1860013,FL
0,No,New,No,No,No,HMO,27357FL1860013,FL
0,No,New,No,No,No,HMO,27357FL1820006,FL
0,No,New,No,No,No,POS,27357FL1830006,FL
0,No,New,No,No,No,POS,27357FL1850013,FL
0,No,New,No,No,No,POS,27357FL1850013,FL
0,No,New,No,No,No,POS,27357FL1830006,FL
0,No,New,No,No,No,POS,27357FL1830006,FL
0,No,New,No,No,No,POS,27357FL1870013,FL
0,No,New,No,No,No,POS,27357FL1870013,FL
0,No,New,No,No,No,POS,27357FL1830006,FL
0,No,New,No,No,No,HMO,27357FL1820007,FL
0,No,New,No,No,No,HMO,27357FL1840014,FL
0,No,New,No,No,No,HMO,27357FL1840014,FL
0,No,New,No,No,No,HMO,27357FL1820007,FL
0,No,New,No,No,No,HMO,27357FL1820007,FL
0,No,New,No,No,No,HMO,27357FL1860014,FL
0,No,New,No,No,No,HMO,27357FL1860014,FL
0,No,New,No,No,No,HMO,27357FL1820007,FL
0,No,New,No,No,No,POS,27357FL1830007,FL
0,No,New,No,No,No,POS,27357FL1850014,FL
0,No,New,No,No,No,POS,27357FL1850014,FL
0,No,New,No,No,No,POS,27357FL1830007,FL
0,No,New,No,No,No,POS,27357FL1830007,FL
0,No,New,No,No,No,POS,27357FL1870014,FL
0,No,New,No,No,No,POS,27357FL1870014,FL
0,No,New,No,No,No,POS,27357FL1830007,FL
0,No,New,No,No,No,HMO,27357FL1840015,FL
0,No,New,No,No,No,HMO,27357FL1840015,FL
0,No,New,No,No,No,HMO,27357FL1860015,FL
0,No,New,No,No,No,HMO,27357FL1860015,FL
0,No,New,No,No,No,POS,27357FL1850015,FL
0,No,New,No,No,No,POS,27357FL1850015,FL
0,No,New,No,No,No,POS,27357FL1870015,FL
0,No,New,No,No,No,POS,27357FL1870015,FL
0,No,New,No,No,No,HMO,27357FL1840016,FL
0,No,New,No,No,No,HMO,27357FL1820009,FL
0,No,New,No,No,No,HMO,27357FL1820009,FL
0,No,New,No,No,No,HMO,27357FL1840016,FL
0,No,New,No,No,No,HMO,27357FL1860016,FL
0,No,New,No,No,No,HMO,27357FL1820009,FL
0,No,New,No,No,No,HMO,27357FL1820009,FL
0,No,New,No,No,No,HMO,27357FL1860016,FL
0,No,New,No,No,No,POS,27357FL1850016,FL
0,No,New,No,No,No,POS,27357FL1830009,FL
0,No,New,No,No,No,POS,27357FL1830009,FL
0,No,New,No,No,No,POS,27357FL1850016,FL
0,No,New,No,No,No,POS,27357FL1870016,FL
0,No,New,No,No,No,POS,27357FL1830009,FL
0,No,New,No,No,No,POS,27357FL1830009,FL
0,No,New,No,No,No,POS,27357FL1870016,FL
0,No,New,No,No,No,HMO,27357FL1840017,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,HMO,27357FL1840017,FL
0,No,New,No,No,No,HMO,27357FL1860017,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,HMO,27357FL1860017,FL
0,No,New,No,No,No,POS,27357FL1850017,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,POS,27357FL1850017,FL
0,No,New,No,No,No,POS,27357FL1870017,FL
0,No,New,No,No,No,HMO,27357FL1820011,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,POS,27357FL1870017,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,HMO,27357FL1820013,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,HMO,27357FL1820014,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830011,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830013,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,POS,27357FL1830014,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,HMO,27357FL1840018,FL
0,No,New,No,No,No,HMO,27357FL1840018,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,HMO,27357FL1860018,FL
0,No,New,No,No,No,HMO,27357FL1860018,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,POS,27357FL1850018,FL
0,No,New,No,No,No,POS,27357FL1850018,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,HMO,27357FL1820012,FL
0,No,New,No,No,No,POS,27357FL1870018,FL
0,No,New,No,No,No,POS,27357FL1870018,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,POS,27357FL1830012,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,HMO,27357FL1840019,FL
0,No,New,No,No,No,HMO,27357FL1840019,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,HMO,27357FL1860019,FL
0,No,New,No,No,No,HMO,27357FL1860019,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,POS,27357FL1850019,FL
0,No,New,No,No,No,POS,27357FL1850019,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,HMO,27357FL1820016,FL
0,No,New,No,No,No,POS,27357FL1870019,FL
0,No,New,No,No,No,POS,27357FL1870019,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,POS,27357FL1830016,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,HMO,27357FL1840020,FL
0,No,New,No,No,No,HMO,27357FL1840020,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,HMO,27357FL1860020,FL
0,No,New,No,No,No,HMO,27357FL1860020,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,POS,27357FL1850020,FL
0,No,New,No,No,No,POS,27357FL1850020,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,HMO,27357FL1820015,FL
0,No,New,No,No,No,POS,27357FL1870020,FL
0,No,New,No,No,No,POS,27357FL1870020,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,POS,27357FL1830015,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,HMO,27357FL1840021,FL
0,No,New,No,No,No,HMO,27357FL1840021,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,HMO,27357FL1860021,FL
0,No,New,No,No,No,HMO,27357FL1860021,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,POS,27357FL1850021,FL
0,No,New,No,No,No,POS,27357FL1850021,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,HMO,27357FL1820018,FL
0,No,New,No,No,No,POS,27357FL1870021,FL
0,No,New,No,No,No,POS,27357FL1870021,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,POS,27357FL1830018,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,HMO,27357FL1840022,FL
0,No,New,No,No,No,HMO,27357FL1840022,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,HMO,27357FL1860022,FL
0,No,New,No,No,No,HMO,27357FL1860022,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,POS,27357FL1850022,FL
0,No,New,No,No,No,POS,27357FL1850022,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,HMO,27357FL1820020,FL
0,No,New,No,No,No,POS,27357FL1870022,FL
0,No,New,No,No,No,POS,27357FL1870022,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,POS,27357FL1830020,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,HMO,27357FL1840023,FL
0,No,New,No,No,No,HMO,27357FL1840023,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,HMO,27357FL1860023,FL
0,No,New,No,No,No,HMO,27357FL1860023,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,POS,27357FL1850023,FL
0,No,New,No,No,No,POS,27357FL1850023,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,HMO,27357FL1820017,FL
0,No,New,No,No,No,POS,27357FL1870023,FL
0,No,New,No,No,No,POS,27357FL1870023,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,POS,27357FL1830017,FL
0,No,New,No,No,No,HMO,27357FL1840024,FL
0,No,New,No,No,No,HMO,27357FL1840024,FL
0,No,New,No,No,No,HMO,27357FL1860024,FL
0,No,New,No,No,No,HMO,27357FL1860024,FL
0,No,New,No,No,No,POS,27357FL1850024,FL
0,No,New,No,No,No,POS,27357FL1850024,FL
0,No,New,No,No,No,POS,27357FL1870024,FL
0,No,New,No,No,No,POS,27357FL1870024,FL
0,No,New,No,No,No,HMO,27357FL1840025,FL
0,No,New,No,No,No,HMO,27357FL1840025,FL
0,No,New,No,No,No,HMO,27357FL1860025,FL
0,No,New,No,No,No,HMO,27357FL1860025,FL
0,No,New,No,No,No,POS,27357FL1850025,FL
0,No,New,No,No,No,POS,27357FL1850025,FL
0,No,New,No,No,No,POS,27357FL1870025,FL
0,No,New,No,No,No,POS,27357FL1870025,FL
0,No,New,No,No,No,HMO,27357FL1840026,FL
0,No,New,No,No,No,HMO,27357FL1840026,FL
0,No,New,No,No,No,HMO,27357FL1860026,FL
0,No,New,No,No,No,HMO,27357FL1860026,FL
0,No,New,No,No,No,POS,27357FL1850026,FL
0,No,New,No,No,No,POS,27357FL1850026,FL
0,No,New,No,No,No,POS,27357FL1870026,FL
0,No,New,No,No,No,POS,27357FL1870026,FL
0,No,New,No,No,No,HMO,27357FL1840028,FL
0,No,New,No,No,No,HMO,27357FL1840028,FL
0,No,New,No,No,No,HMO,27357FL1860028,FL
0,No,New,No,No,No,HMO,27357FL1860028,FL
0,No,New,No,No,No,POS,27357FL1850028,FL
0,No,New,No,No,No,POS,27357FL1850028,FL
0,No,New,No,No,No,POS,27357FL1870028,FL
0,No,New,No,No,No,POS,27357FL1870028,FL
0,No,New,No,No,No,HMO,27357FL1840029,FL
0,No,New,No,No,No,HMO,27357FL1840029,FL
0,No,New,No,No,No,HMO,27357FL1860029,FL
0,No,New,No,No,No,HMO,27357FL1860029,FL
0,No,New,No,No,No,POS,27357FL1850029,FL
0,No,New,No,No,No,POS,27357FL1850029,FL
0,No,New,No,No,No,POS,27357FL1870029,FL
0,No,New,No,No,No,POS,27357FL1870029,FL
0,No,New,No,No,No,HMO,27357FL1840030,FL
0,No,New,No,No,No,HMO,27357FL1840030,FL
0,No,New,No,No,No,HMO,27357FL1860030,FL
0,No,New,No,No,No,HMO,27357FL1860030,FL
0,No,New,No,No,No,POS,27357FL1850030,FL
0,No,New,No,No,No,POS,27357FL1850030,FL
0,No,New,No,No,No,POS,27357FL1870030,FL
0,No,New,No,No,No,POS,27357FL1870030,FL
0,No,New,No,No,No,HMO,27357FL1840031,FL
0,No,New,No,No,No,HMO,27357FL1840031,FL
0,No,New,No,No,No,HMO,27357FL1860031,FL
0,No,New,No,No,No,HMO,27357FL1860031,FL
0,No,New,No,No,No,POS,27357FL1850031,FL
0,No,New,No,No,No,POS,27357FL1850031,FL
0,No,New,No,No,No,POS,27357FL1870031,FL
0,No,New,No,No,No,POS,27357FL1870031,FL
0,No,New,No,No,No,HMO,27357FL1840035,FL
0,No,New,No,No,No,HMO,27357FL1840035,FL
0,No,New,No,No,No,HMO,27357FL1840037,FL
0,No,New,No,No,No,HMO,27357FL1840037,FL
0,Yes,New,No,No,No,HMO,27357FL1840036,FL
