BeginPrimaryCareCostSharingAfterNumberOfVisits,IsHSAEligible,IsNewPlan,IsReferralRequiredForSpecialist,NationalNetwork,OutOfServiceAreaCoverage,PlanType,StandardComponentId,StateCode
0,,New,,Yes,Yes,PPO,21989AK0030001,AK
0,,New,,Yes,Yes,PPO,21989AK0030001,AK
0,,New,,Yes,Yes,PPO,38344AK1020001,AK
0,,New,,Yes,Yes,PPO,38344AK1020001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,,New,,No,Yes,Indemnity,58670AK0010001,AK
0,,New,,No,Yes,Indemnity,58670AK0010002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700006,AK
0,,Existing,,Yes,No,PPO,38536AK0010001,AK
0,,Existing,,Yes,No,PPO,38536AK0010002,AK
0,,New,,Yes,No,PPO,38536AK0010005,AK
0,,New,,Yes,No,PPO,38536AK0010004,AK
0,,Existing,,Yes,Yes,PPO,45858AK0040002,AK
0,,Existing,,Yes,Yes,PPO,45858AK0040001,AK
0,,Existing,,Yes,Yes,PPO,45858AK0030002,AK
0,,Existing,,Yes,Yes,PPO,45858AK0030001,AK
0,,Existing,,Yes,Yes,PPO,47904AK0070001,AK
0,,Existing,,Yes,Yes,PPO,47904AK0090001,AK
0,,Existing,,Yes,Yes,PPO,47904AK0090002,AK
0,,Existing,,Yes,Yes,PPO,47904AK0070002,AK
0,,Existing,,Yes,Yes,PPO,47904AK0080001,AK
0,,Existing,,Yes,Yes,PPO,47904AK0080002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700007,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700007,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0770002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700008,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700008,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700009,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700009,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700010,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700010,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0700005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710007,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710007,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710008,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0710008,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0750004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0720003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0760002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730004,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730004,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780001,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730001,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780001,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730005,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730005,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0780002,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0730003,AK
0,No,New,No,Yes,Yes,PPO,73836AK0790001,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740006,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740006,AK
0,No,New,No,Yes,Yes,PPO,73836AK0790001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0790002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740001,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740001,AK
0,No,New,No,Yes,Yes,PPO,73836AK0790002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740007,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740007,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740002,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740008,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740008,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740003,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740003,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740009,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740009,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740004,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740004,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740010,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740010,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740005,AK
0,Yes,New,No,Yes,Yes,PPO,73836AK0740005,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020001,AK
0,,Existing,,Yes,Yes,PPO,74819AK0010001,AK
0,,Existing,,Yes,Yes,PPO,74819AK0010002,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020002,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020003,AK
0,,New,,Yes,Yes,PPO,74819AK0010007,AK
0,,New,,Yes,Yes,PPO,74819AK0010007,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020003,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020004,AK
0,,New,,Yes,Yes,PPO,74819AK0010008,AK
0,,New,,Yes,Yes,PPO,74819AK0010008,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020004,AK
0,,New,,Yes,Yes,PPO,74819AK0010010,AK
0,,New,,Yes,Yes,PPO,74819AK0010010,AK
0,,New,,Yes,Yes,PPO,74819AK0010009,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020005,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020005,AK
0,,New,,Yes,Yes,PPO,74819AK0010009,AK
0,,New,,Yes,Yes,PPO,74819AK0010011,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020006,AK
0,,Existing,,Yes,Yes,PPO,74819AK0020006,AK
0,,New,,Yes,Yes,PPO,74819AK0010011,AK
0,,New,,Yes,Yes,PPO,74819AK0010012,AK
0,,New,,Yes,Yes,PPO,74819AK0010012,AK
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,,Existing,,Yes,Yes,PPO,44580AL0380001,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0370001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,,Existing,,Yes,Yes,PPO,44580AL0380001,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030002,AL
0,,New,,Yes,Yes,PPO,81761AK0040002,AK
0,,New,,Yes,Yes,PPO,81761AK0040001,AK
0,,New,,Yes,Yes,PPO,81761AK0030002,AK
0,,New,,Yes,Yes,PPO,81761AK0030001,AK
0,,New,,Yes,Yes,PPO,84394AK0050001,AK
0,,New,,Yes,Yes,PPO,84394AK0050002,AK
0,,Existing,,Yes,Yes,PPO,84859AK0040002,AK
0,,Existing,,Yes,Yes,PPO,84859AK0040001,AK
0,,Existing,,Yes,Yes,PPO,84859AK0030002,AK
0,,Existing,,Yes,Yes,PPO,84859AK0030001,AK
0,,New,,Yes,Yes,PPO,96211AK0010001,AK
0,,New,,Yes,Yes,PPO,96211AK0010005,AK
0,,New,,Yes,Yes,PPO,96211AK0010002,AK
0,,New,,Yes,Yes,PPO,96211AK0010006,AK
0,,Existing,,Yes,Yes,PPO,12538AL0010001,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020001,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020002,AL
0,,Existing,,Yes,Yes,PPO,12538AL0010002,AL
0,,New,,Yes,Yes,PPO,12538AL0010007,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020003,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020003,AL
0,,New,,Yes,Yes,PPO,12538AL0010007,AL
0,,New,,Yes,Yes,PPO,12538AL0010008,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020004,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020004,AL
0,,New,,Yes,Yes,PPO,12538AL0010008,AL
0,,New,,Yes,Yes,PPO,12538AL0010010,AL
0,,New,,Yes,Yes,PPO,12538AL0010010,AL
0,,New,,Yes,Yes,PPO,12538AL0010009,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020005,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020005,AL
0,,New,,Yes,Yes,PPO,12538AL0010009,AL
0,,New,,Yes,Yes,PPO,12538AL0010011,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020006,AL
0,,Existing,,Yes,Yes,PPO,12538AL0020006,AL
0,,New,,Yes,Yes,PPO,12538AL0010011,AL
0,,New,,Yes,Yes,PPO,12538AL0010012,AL
0,,New,,Yes,Yes,PPO,12538AL0010012,AL
0,,New,,Yes,Yes,PPO,17017AL0010001,AL
0,,New,,Yes,Yes,PPO,17017AL0010002,AL
0,,New,,Yes,Yes,PPO,17540AL0010002,AL
0,,New,,Yes,Yes,PPO,17540AL0020002,AL
0,,New,,Yes,Yes,PPO,17540AL0040002,AL
0,,New,,Yes,Yes,PPO,17540AL0040002,AL
0,,New,,Yes,Yes,PPO,17540AL0060002,AL
0,,New,,Yes,Yes,PPO,17540AL0060002,AL
0,,New,,Yes,Yes,PPO,18756AL0140001,AL
0,,New,,Yes,Yes,PPO,24682AL0010001,AL
0,,New,,Yes,Yes,PPO,24682AL0010003,AL
0,,New,,Yes,Yes,PPO,24682AL0010005,AL
0,,New,,Yes,Yes,PPO,24682AL0010007,AL
0,,New,,Yes,Yes,PPO,24682AL0010002,AL
0,,New,,Yes,Yes,PPO,24682AL0010004,AL
0,,New,,Yes,Yes,PPO,24682AL0010006,AL
0,,New,,Yes,Yes,PPO,24682AL0010008,AL
0,,Existing,,Yes,Yes,PPO,28725AL0080001,AL
0,,Existing,,Yes,Yes,PPO,28725AL0090001,AL
0,,Existing,,Yes,Yes,PPO,28725AL0090002,AL
0,,Existing,,Yes,Yes,PPO,28725AL0080002,AL
0,,Existing,,Yes,Yes,PPO,28725AL0100001,AL
0,,Existing,,Yes,Yes,PPO,28725AL0100002,AL
0,,New,,Yes,Yes,PPO,28732AL0040002,AL
0,,New,,Yes,Yes,PPO,28732AL0040001,AL
0,,New,,Yes,Yes,PPO,28732AL0030002,AL
0,,New,,Yes,Yes,PPO,28732AL0030001,AL
0,,Existing,,Yes,Yes,PPO,28899AL0040002,AL
0,,Existing,,Yes,Yes,PPO,28899AL0040001,AL
0,,Existing,,Yes,Yes,PPO,28899AL0030002,AL
0,,Existing,,Yes,Yes,PPO,28899AL0030001,AL
0,,New,,Yes,Yes,PPO,39951AL0010001,AL
0,,New,,Yes,Yes,PPO,39951AL0010002,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360001,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0430001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,,Existing,,Yes,Yes,PPO,68707AL0040002,AL
0,,Existing,,Yes,Yes,PPO,68707AL0040001,AL
0,,Existing,,Yes,Yes,PPO,68707AL0030002,AL
0,No,Existing,No,No,Yes,PPO,51485AZ0160022,AZ
0,Yes,Existing,No,No,Yes,PPO,51485AZ0170015,AZ
0,Yes,Existing,No,No,Yes,PPO,51485AZ0170015,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0160023,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0160023,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0170016,AZ
0,No,Existing,No,Yes,Yes,PPO,46944AL0460001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0460001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0460001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0470001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0470001,AL
0,Yes,New,No,Yes,Yes,PPO,46944AL0560001,AL
0,Yes,New,No,Yes,Yes,PPO,46944AL0560001,AL
0,Yes,New,No,Yes,Yes,PPO,46944AL0560001,AL
0,Yes,New,No,Yes,Yes,PPO,46944AL0560001,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030004,AL
0,,Existing,,Yes,Yes,PPO,77233AL0010001,AL
0,,Existing,,Yes,Yes,PPO,77233AL0020001,AL
0,,Existing,,Yes,Yes,PPO,77233AL0020004,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360003,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360004,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360004,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360004,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360004,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360005,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360005,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360005,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360005,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360013,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360014,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360014,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360014,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360014,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360015,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360015,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360015,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360015,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360002,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360002,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360002,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360002,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360011,AL
0,No,Existing,No,No,Yes,PPO,44580AL0360011,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360012,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360012,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360012,AL
0,Yes,Existing,No,No,Yes,PPO,44580AL0360012,AL
0,,Existing,,Yes,No,PPO,46211AL0010001,AL
0,,Existing,,Yes,No,PPO,46211AL0010002,AL
0,,Existing,,Yes,No,PPO,46211AL0010003,AL
0,,New,,Yes,No,PPO,46211AL0010005,AL
0,,New,,Yes,No,PPO,46211AL0010006,AL
0,,New,,Yes,No,PPO,46211AL0010007,AL
0,,New,,Yes,No,PPO,46211AL0010004,AL
0,,New,,Yes,No,PPO,46211AL0010008,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0300001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0280001,AL
0,,Existing,,No,Yes,PPO,46944AL0500001,AL
0,,Existing,,Yes,Yes,PPO,46944AL0530001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0280001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0300001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0300001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0300001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0360001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0340001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0340001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0360001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0360001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0360001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0370001,AL
0,Yes,Existing,No,Yes,Yes,PPO,46944AL0310001,AL
0,Yes,Existing,No,Yes,Yes,PPO,46944AL0310001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0370001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0370001,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030002,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030002,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030002,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030010,AL
0,,New,,Yes,Yes,PPO,17454AZ0040002,AZ
0,,New,,Yes,Yes,PPO,17454AZ0060002,AZ
0,,New,,Yes,Yes,PPO,17454AZ0060002,AZ
0,,Existing,,Yes,No,PPO,18156AZ0010001,AZ
0,,Existing,,Yes,No,PPO,18156AZ0010002,AZ
0,,Existing,,Yes,No,PPO,18156AZ0010003,AZ
0,,Existing,,Yes,No,PPO,18156AZ0010005,AZ
0,,Existing,,Yes,No,PPO,18156AZ0010006,AZ
0,,Existing,,Yes,No,PPO,18156AZ0010007,AZ
0,,New,,Yes,No,PPO,18156AZ0010004,AZ
0,,New,,Yes,No,PPO,18156AZ0010008,AZ
0,,New,,No,Yes,PPO,20128AZ0010001,AZ
0,No,Existing,No,Yes,Yes,PPO,46944AL0380001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0380001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0410001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0430001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0420001,AL
0,No,Existing,No,Yes,Yes,PPO,46944AL0460001,AL
0,Yes,New,No,Yes,Yes,PPO,46944AL0570001,AL
0,Yes,New,No,Yes,Yes,PPO,46944AL0570001,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030004,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030004,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030004,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030007,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030009,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030009,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030009,AL
0,Yes,New,Yes,No,Yes,HMO,68259AL0030009,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030001,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030001,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030001,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030001,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030003,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030003,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030003,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030003,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030005,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030006,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,New,Yes,No,Yes,HMO,68259AL0030011,AL
0,No,Existing,Yes,No,Yes,HMO,23307AZ0400003,AZ
0,No,Existing,Yes,No,Yes,HMO,23307AZ0400003,AZ
0,Yes,Existing,No,No,Yes,PPO,51485AZ0170015,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0160022,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0170016,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0170016,AZ
0,Yes,Existing,No,No,Yes,PPO,51485AZ0170013,AZ
0,Yes,Existing,No,No,Yes,PPO,51485AZ0170013,AZ
0,No,Existing,No,No,Yes,PPO,51485AZ0160015,AZ
0,,New,,Yes,Yes,PPO,24106AZ0010001,AZ
0,,New,,Yes,Yes,PPO,24106AZ0030001,AZ
0,,New,,Yes,Yes,PPO,24106AZ0040001,AZ
0,,New,,Yes,Yes,PPO,24106AZ0010001,AZ
0,,New,,Yes,Yes,PPO,24106AZ0020001,AZ
0,,New,,Yes,Yes,PPO,24106AZ0020001,AZ
0,,New,,Yes,Yes,PPO,31957AZ0010002,AZ
0,,New,,Yes,Yes,PPO,31957AZ0010003,AZ
0,,New,,Yes,Yes,PPO,31957AZ0010004,AZ
0,,Existing,,Yes,Yes,PPO,33851AZ0110001,AZ
